OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.9
MEASURE Outseam=91.8
MEASURE Inseam=72.6
MEASURE CROTCH_Height=71.4
MEASURE TrouserWAIST_Circ=81.8
MEASURE HIP_Circ=94.2
MEASURE Knee_Height=29.0
MEASURE Calf_Height=41.7
MEASURE Waist_Height_Back_EZ=93.8
MEASURE TrouserWaist_Height_Back=93.4
MEASURE CrotchLength_Back=29.2
MEASURE CrotchLength_Front=25.1
MEASURE Ankle_Circ=23.73
MEASURE Head_Top_Height=156.3
MEASURE Hip_Height=80.4
MEASURE NeckBase_Circ=37.9
MEASURE Bust_to_Bust=17.4
MEASURE Underbust_Circ=70.5
MEASURE BUST_Circ=86.1
MEASURE Across_Back=32.0
MEASURE Shoulder_to_Shoulder=39.3
MEASURE Neck_Circ=33.4
MEASURE Knee_Circ=34.2
MEASURE Calf_Circ=33.6
MEASURE Bicep_Circ=26.8
MEASURE Elbow_Circ=22.7
MEASURE Wrist_Circ=15.2
MEASURE Shoulder_to_Wrist=52.5
MEASURE Shoulder_Length=12.0
MEASURE SideNeck_to_Bust=24.6
MEASURE NeckSide_to_Wrist=64.5
MEASURE NECK_Height=137.6
MEASURE Thigh_Circ=55.7
MEASURE Across_Front=36.8
MEASURE Shoulder_to_floor_Right=130.1
MEASURE Shoulder_to_floor_Left=130.1
MEASURE TopHip_Circ=86.0
MEASURE TrouserWaist_Height_Front=89.2
MEASURE Bust_Height=115.9
MEASURE Torso_Height=66.3
MEASURE Istumakorkeus=26.5
MEASURE NaturalWAIST_Circ=74.8
MEASURE NaturalWaist_Height=97.9
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=63.9
MEASURE Shoulder_Width_ThruTheBody=34.1
MEASURE Overarm_Width_ThruTheBody=40.2
MEASURE Hip_2_Width_ThruTheBody=37.5
MEASURE Hip_2_Circ=98.0
MEASURE Hip_2_Height=71.9
