OPTION UNITS=cm
MEASURE Seat_Back_Angle=16.9
MEASURE Outseam=98.3
MEASURE Inseam=76.3
MEASURE CROTCH_Height=75.6
MEASURE TrouserWAIST_Circ=93.7
MEASURE HIP_Circ=98.4
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.7
MEASURE Waist_Height_Back_EZ=100.1
MEASURE TrouserWaist_Height_Back=100.0
MEASURE CrotchLength_Back=32.6
MEASURE CrotchLength_Front=27.0
MEASURE Ankle_Circ=24.09
MEASURE Head_Top_Height=165.8
MEASURE Hip_Height=86.6
MEASURE NeckBase_Circ=38.1
MEASURE Bust_to_Bust=34.0
MEASURE Underbust_Circ=94.5
MEASURE BUST_Circ=104.0
MEASURE Across_Back=37.2
MEASURE Shoulder_to_Shoulder=41.5
MEASURE Neck_Circ=34.4
MEASURE Knee_Circ=35.3
MEASURE Calf_Circ=36.1
MEASURE Bicep_Circ=29.7
MEASURE Elbow_Circ=24.2
MEASURE Wrist_Circ=16.8
MEASURE Shoulder_to_Wrist=57.1
MEASURE Shoulder_Length=12.6
MEASURE SideNeck_to_Bust=20.9
MEASURE NeckSide_to_Wrist=69.7
MEASURE NECK_Height=144.8
MEASURE Thigh_Circ=51.4
MEASURE Across_Front=35.5
MEASURE Shoulder_to_floor_Right=136.8
MEASURE Shoulder_to_floor_Left=138.1
MEASURE TopHip_Circ=95.1
MEASURE TrouserWaist_Height_Front=95.4
MEASURE Bust_Height=126.6
MEASURE Torso_Height=69.3
MEASURE Istumakorkeus=27.7
MEASURE NaturalWAIST_Circ=85.4
MEASURE NaturalWaist_Height=103.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=67.4
MEASURE Shoulder_Width_ThruTheBody=35.4
MEASURE Overarm_Width_ThruTheBody=44.2
MEASURE Hip_2_Width_ThruTheBody=38.0
MEASURE Hip_2_Circ=98.2
MEASURE Hip_2_Height=80.1
