OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.0
MEASURE Outseam=100.4
MEASURE Inseam=79.6
MEASURE CROTCH_Height=78.5
MEASURE TrouserWAIST_Circ=85.8
MEASURE HIP_Circ=99.8
MEASURE Knee_Height=32.5
MEASURE Calf_Height=46.3
MEASURE Waist_Height_Back_EZ=103.1
MEASURE TrouserWaist_Height_Back=102.6
MEASURE CrotchLength_Back=33.9
MEASURE CrotchLength_Front=26.4
MEASURE Ankle_Circ=25.80
MEASURE Head_Top_Height=167.1
MEASURE Hip_Height=85.5
MEASURE NeckBase_Circ=35.8
MEASURE Bust_to_Bust=18.2
MEASURE Underbust_Circ=76.1
MEASURE BUST_Circ=89.9
MEASURE Across_Back=34.1
MEASURE Shoulder_to_Shoulder=38.6
MEASURE Neck_Circ=32.2
MEASURE Knee_Circ=38.0
MEASURE Calf_Circ=36.3
MEASURE Bicep_Circ=30.0
MEASURE Elbow_Circ=23.1
MEASURE Wrist_Circ=14.6
MEASURE Shoulder_to_Wrist=59.6
MEASURE Shoulder_Length=10.9
MEASURE SideNeck_to_Bust=24.9
MEASURE NeckSide_to_Wrist=70.5
MEASURE NECK_Height=147.5
MEASURE Thigh_Circ=59.2
MEASURE Across_Front=33.6
MEASURE Shoulder_to_floor_Right=141.8
MEASURE Shoulder_to_floor_Left=140.8
MEASURE TopHip_Circ=88.5
MEASURE TrouserWaist_Height_Front=97.6
MEASURE Bust_Height=125.5
MEASURE Torso_Height=69.0
MEASURE Istumakorkeus=27.6
MEASURE NaturalWAIST_Circ=74.4
MEASURE NaturalWaist_Height=106.1
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=70.5
MEASURE Shoulder_Width_ThruTheBody=32.4
MEASURE Overarm_Width_ThruTheBody=40.6
MEASURE Hip_2_Width_ThruTheBody=40.5
MEASURE Hip_2_Circ=104.9
MEASURE Hip_2_Height=79.5
