OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.3
MEASURE Outseam=90.0
MEASURE Inseam=71.2
MEASURE CROTCH_Height=69.8
MEASURE TrouserWAIST_Circ=82.9
MEASURE HIP_Circ=102.7
MEASURE Knee_Height=28.5
MEASURE Calf_Height=40.9
MEASURE Waist_Height_Back_EZ=91.5
MEASURE TrouserWaist_Height_Back=91.4
MEASURE CrotchLength_Back=31.5
MEASURE CrotchLength_Front=22.4
MEASURE Ankle_Circ=33.25
MEASURE Head_Top_Height=153.8
MEASURE Hip_Height=78.8
MEASURE NeckBase_Circ=36.1
MEASURE Bust_to_Bust=16.3
MEASURE Underbust_Circ=77.3
MEASURE BUST_Circ=92.0
MEASURE Across_Back=32.9
MEASURE Shoulder_to_Shoulder=36.6
MEASURE Neck_Circ=33.1
MEASURE Knee_Circ=37.8
MEASURE Calf_Circ=38.1
MEASURE Bicep_Circ=29.0
MEASURE Elbow_Circ=23.1
MEASURE Wrist_Circ=15.0
MEASURE Shoulder_to_Wrist=51.8
MEASURE Shoulder_Length=12.4
MEASURE SideNeck_to_Bust=26.1
MEASURE NeckSide_to_Wrist=64.2
MEASURE NECK_Height=132.8
MEASURE Thigh_Circ=61.3
MEASURE Across_Front=35.9
MEASURE Shoulder_to_floor_Right=128.3
MEASURE Shoulder_to_floor_Left=128.1
MEASURE TopHip_Circ=87.3
MEASURE TrouserWaist_Height_Front=86.6
MEASURE Bust_Height=111.3
MEASURE Torso_Height=63.0
MEASURE Istumakorkeus=25.2
MEASURE NaturalWAIST_Circ=79.5
MEASURE NaturalWaist_Height=95.0
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=62.8
MEASURE Shoulder_Width_ThruTheBody=33.7
MEASURE Overarm_Width_ThruTheBody=40.8
MEASURE Hip_2_Width_ThruTheBody=40.8
MEASURE Hip_2_Circ=105.6
MEASURE Hip_2_Height=69.8
