OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.6
MEASURE Outseam=91.2
MEASURE Inseam=72.2
MEASURE CROTCH_Height=71.0
MEASURE TrouserWAIST_Circ=75.1
MEASURE HIP_Circ=90.5
MEASURE Knee_Height=30.0
MEASURE Calf_Height=42.3
MEASURE Waist_Height_Back_EZ=93.6
MEASURE TrouserWaist_Height_Back=93.3
MEASURE CrotchLength_Back=30.9
MEASURE CrotchLength_Front=23.8
MEASURE Ankle_Circ=22.67
MEASURE Head_Top_Height=156.9
MEASURE Hip_Height=78.5
MEASURE NeckBase_Circ=34.2
MEASURE Bust_to_Bust=17.6
MEASURE Underbust_Circ=74.6
MEASURE BUST_Circ=88.4
MEASURE Across_Back=33.6
MEASURE Shoulder_to_Shoulder=38.3
MEASURE Neck_Circ=30.8
MEASURE Knee_Circ=36.8
MEASURE Calf_Circ=35.8
MEASURE Bicep_Circ=27.4
MEASURE Elbow_Circ=23.9
MEASURE Wrist_Circ=15.0
MEASURE Shoulder_to_Wrist=52.4
MEASURE Shoulder_Length=11.8
MEASURE SideNeck_to_Bust=24.2
MEASURE NeckSide_to_Wrist=64.2
MEASURE NECK_Height=137.3
MEASURE Thigh_Circ=53.7
MEASURE Across_Front=36.4
MEASURE Shoulder_to_floor_Right=131.3
MEASURE Shoulder_to_floor_Left=131.8
MEASURE TopHip_Circ=80.4
MEASURE TrouserWaist_Height_Front=89.2
MEASURE Bust_Height=116.5
MEASURE Torso_Height=66.3
MEASURE Istumakorkeus=26.5
MEASURE NaturalWAIST_Circ=67.2
MEASURE NaturalWaist_Height=97.5
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=63.3
MEASURE Shoulder_Width_ThruTheBody=33.6
MEASURE Overarm_Width_ThruTheBody=40.1
MEASURE Hip_2_Width_ThruTheBody=36.6
MEASURE Hip_2_Circ=95.4
MEASURE Hip_2_Height=71.0
