OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.0
MEASURE Outseam=103.6
MEASURE Inseam=81.1
MEASURE CROTCH_Height=80.0
MEASURE TrouserWAIST_Circ=80.2
MEASURE HIP_Circ=93.6
MEASURE Knee_Height=31.0
MEASURE Calf_Height=45.7
MEASURE Waist_Height_Back_EZ=105.9
MEASURE TrouserWaist_Height_Back=105.6
MEASURE CrotchLength_Back=34.1
MEASURE CrotchLength_Front=27.8
MEASURE Ankle_Circ=23.26
MEASURE Head_Top_Height=167.5
MEASURE Hip_Height=88.5
MEASURE NeckBase_Circ=35.4
MEASURE Bust_to_Bust=17.1
MEASURE Underbust_Circ=73.2
MEASURE BUST_Circ=88.2
MEASURE Across_Back=28.0
MEASURE Shoulder_to_Shoulder=31.4
MEASURE Neck_Circ=30.5
MEASURE Knee_Circ=35.6
MEASURE Calf_Circ=33.9
MEASURE Bicep_Circ=28.2
MEASURE Elbow_Circ=21.7
MEASURE Wrist_Circ=14.9
MEASURE Shoulder_to_Wrist=59.7
MEASURE Shoulder_Length=8.6
MEASURE SideNeck_to_Bust=25.0
MEASURE NeckSide_to_Wrist=68.3
MEASURE NECK_Height=148.3
MEASURE Thigh_Circ=55.5
MEASURE Across_Front=28.9
MEASURE Shoulder_to_floor_Right=143.3
MEASURE Shoulder_to_floor_Left=142.5
MEASURE TopHip_Circ=85.4
MEASURE TrouserWaist_Height_Front=101.2
MEASURE Bust_Height=126.0
MEASURE Torso_Height=68.3
MEASURE Istumakorkeus=27.3
MEASURE NaturalWAIST_Circ=71.3
MEASURE NaturalWaist_Height=107.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=72.1
MEASURE Shoulder_Width_ThruTheBody=27.9
MEASURE Overarm_Width_ThruTheBody=36.4
MEASURE Hip_2_Width_ThruTheBody=37.2
MEASURE Hip_2_Circ=97.7
MEASURE Hip_2_Height=80.0
