OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.9
MEASURE Outseam=100.3
MEASURE Inseam=80.7
MEASURE CROTCH_Height=79.6
MEASURE TrouserWAIST_Circ=87.9
MEASURE HIP_Circ=106.1
MEASURE Knee_Height=32.0
MEASURE Calf_Height=46.3
MEASURE Waist_Height_Back_EZ=102.3
MEASURE TrouserWaist_Height_Back=101.6
MEASURE CrotchLength_Back=31.9
MEASURE CrotchLength_Front=25.2
MEASURE Ankle_Circ=26.21
MEASURE Head_Top_Height=164.8
MEASURE Hip_Height=88.1
MEASURE NeckBase_Circ=35.8
MEASURE Bust_to_Bust=20.9
MEASURE Underbust_Circ=77.0
MEASURE BUST_Circ=96.4
MEASURE Across_Back=36.0
MEASURE Shoulder_to_Shoulder=38.2
MEASURE Neck_Circ=32.0
MEASURE Knee_Circ=40.6
MEASURE Calf_Circ=39.8
MEASURE Bicep_Circ=32.1
MEASURE Elbow_Circ=26.5
MEASURE Wrist_Circ=16.3
MEASURE Shoulder_to_Wrist=58.4
MEASURE Shoulder_Length=12.0
MEASURE SideNeck_to_Bust=27.3
MEASURE NeckSide_to_Wrist=70.4
MEASURE NECK_Height=147.4
MEASURE Thigh_Circ=63.9
MEASURE Across_Front=37.4
MEASURE Shoulder_to_floor_Right=141.6
MEASURE Shoulder_to_floor_Left=141.4
MEASURE TopHip_Circ=91.5
MEASURE TrouserWaist_Height_Front=97.5
MEASURE Bust_Height=124.1
MEASURE Torso_Height=67.8
MEASURE Istumakorkeus=27.1
MEASURE NaturalWAIST_Circ=76.3
MEASURE NaturalWaist_Height=106.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=72.5
MEASURE Shoulder_Width_ThruTheBody=34.5
MEASURE Overarm_Width_ThruTheBody=41.9
MEASURE Hip_2_Width_ThruTheBody=41.6
MEASURE Hip_2_Circ=108.9
MEASURE Hip_2_Height=80.1
