OPTION UNITS=cm
MEASURE Seat_Back_Angle=20.0
MEASURE Outseam=95.6
MEASURE Inseam=73.0
MEASURE CROTCH_Height=71.8
MEASURE TrouserWAIST_Circ=88.4
MEASURE HIP_Circ=102.7
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.5
MEASURE Waist_Height_Back_EZ=97.6
MEASURE TrouserWaist_Height_Back=97.4
MEASURE CrotchLength_Back=35.0
MEASURE CrotchLength_Front=25.9
MEASURE Ankle_Circ=24.68
MEASURE Head_Top_Height=158.9
MEASURE Hip_Height=79.3
MEASURE NeckBase_Circ=35.1
MEASURE Bust_to_Bust=18.9
MEASURE Underbust_Circ=83.8
MEASURE BUST_Circ=97.8
MEASURE Across_Back=32.9
MEASURE Shoulder_to_Shoulder=38.0
MEASURE Neck_Circ=32.5
MEASURE Knee_Circ=39.1
MEASURE Calf_Circ=36.3
MEASURE Bicep_Circ=30.7
MEASURE Elbow_Circ=24.8
MEASURE Wrist_Circ=15.2
MEASURE Shoulder_to_Wrist=53.1
MEASURE Shoulder_Length=11.8
MEASURE SideNeck_to_Bust=23.0
MEASURE NeckSide_to_Wrist=64.9
MEASURE NECK_Height=141.3
MEASURE Thigh_Circ=58.8
MEASURE Across_Front=41.8
MEASURE Shoulder_to_floor_Right=136.0
MEASURE Shoulder_to_floor_Left=134.3
MEASURE TopHip_Circ=96.6
MEASURE TrouserWaist_Height_Front=92.7
MEASURE Bust_Height=122.8
MEASURE Torso_Height=69.5
MEASURE Istumakorkeus=27.8
MEASURE NaturalWAIST_Circ=81.1
MEASURE NaturalWaist_Height=99.6
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=65.0
MEASURE Shoulder_Width_ThruTheBody=33.7
MEASURE Overarm_Width_ThruTheBody=40.4
MEASURE Hip_2_Width_ThruTheBody=40.0
MEASURE Hip_2_Circ=103.6
MEASURE Hip_2_Height=73.3
