OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.6
MEASURE Outseam=98.7
MEASURE Inseam=77.7
MEASURE CROTCH_Height=73.9
MEASURE TrouserWAIST_Circ=89.7
MEASURE HIP_Circ=109.5
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.2
MEASURE Waist_Height_Back_EZ=100.1
MEASURE TrouserWaist_Height_Back=100.1
MEASURE CrotchLength_Back=34.2
MEASURE CrotchLength_Front=29.8
MEASURE Ankle_Circ=25.22
MEASURE Head_Top_Height=155.7
MEASURE Hip_Height=81.9
MEASURE NeckBase_Circ=36.1
MEASURE Bust_to_Bust=18.9
MEASURE Underbust_Circ=90.9
MEASURE BUST_Circ=109.7
MEASURE Across_Back=38.9
MEASURE Shoulder_to_Shoulder=43.8
MEASURE Neck_Circ=34.5
MEASURE Knee_Circ=39.4
MEASURE Calf_Circ=39.3
MEASURE Bicep_Circ=33.4
MEASURE Elbow_Circ=23.4
MEASURE Wrist_Circ=15.3
MEASURE Shoulder_to_Wrist=54.9
MEASURE Shoulder_Length=13.3
MEASURE SideNeck_to_Bust=26.8
MEASURE NeckSide_to_Wrist=68.2
MEASURE NECK_Height=141.9
MEASURE Thigh_Circ=66.6
MEASURE Across_Front=43.7
MEASURE Shoulder_to_floor_Right=134.7
MEASURE Shoulder_to_floor_Left=134.9
MEASURE TopHip_Circ=97.6
MEASURE TrouserWaist_Height_Front=95.0
MEASURE Bust_Height=121.9
MEASURE Torso_Height=68.0
MEASURE Istumakorkeus=27.2
MEASURE NaturalWAIST_Circ=84.4
MEASURE NaturalWaist_Height=101.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.8
MEASURE Shoulder_Width_ThruTheBody=36.5
MEASURE Overarm_Width_ThruTheBody=43.1
MEASURE Hip_2_Width_ThruTheBody=42.9
MEASURE Hip_2_Circ=113.1
MEASURE Hip_2_Height=73.9
