OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.6
MEASURE Outseam=100.7
MEASURE Inseam=77.8
MEASURE CROTCH_Height=76.7
MEASURE TrouserWAIST_Circ=84.5
MEASURE HIP_Circ=91.5
MEASURE Knee_Height=29.5
MEASURE Calf_Height=43.7
MEASURE Waist_Height_Back_EZ=102.8
MEASURE TrouserWaist_Height_Back=101.8
MEASURE CrotchLength_Back=32.6
MEASURE CrotchLength_Front=28.2
MEASURE Ankle_Circ=21.80
MEASURE Head_Top_Height=158.2
MEASURE Hip_Height=86.7
MEASURE NeckBase_Circ=35.7
MEASURE Bust_to_Bust=17.4
MEASURE Underbust_Circ=75.0
MEASURE BUST_Circ=90.2
MEASURE Across_Back=32.1
MEASURE Shoulder_to_Shoulder=35.5
MEASURE Neck_Circ=33.7
MEASURE Knee_Circ=34.4
MEASURE Calf_Circ=32.3
MEASURE Bicep_Circ=28.4
MEASURE Elbow_Circ=22.7
MEASURE Wrist_Circ=14.8
MEASURE Shoulder_to_Wrist=57.3
MEASURE Shoulder_Length=11.6
MEASURE SideNeck_to_Bust=29.6
MEASURE NeckSide_to_Wrist=68.9
MEASURE NECK_Height=141.2
MEASURE Thigh_Circ=49.5
MEASURE Across_Front=32.0
MEASURE Shoulder_to_floor_Right=134.5
MEASURE Shoulder_to_floor_Left=135.0
MEASURE TopHip_Circ=89.6
MEASURE TrouserWaist_Height_Front=98.1
MEASURE Bust_Height=116.2
MEASURE Torso_Height=64.5
MEASURE Istumakorkeus=25.8
MEASURE NaturalWAIST_Circ=80.5
MEASURE NaturalWaist_Height=102.5
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=69.6
MEASURE Shoulder_Width_ThruTheBody=30.7
MEASURE Overarm_Width_ThruTheBody=39.5
MEASURE Hip_2_Width_ThruTheBody=35.8
MEASURE Hip_2_Circ=90.8
MEASURE Hip_2_Height=76.7
