OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.2
MEASURE Outseam=93.3
MEASURE Inseam=72.5
MEASURE CROTCH_Height=71.0
MEASURE TrouserWAIST_Circ=87.1
MEASURE HIP_Circ=100.8
MEASURE Knee_Height=27.0
MEASURE Calf_Height=40.2
MEASURE Waist_Height_Back_EZ=95.7
MEASURE TrouserWaist_Height_Back=94.5
MEASURE CrotchLength_Back=31.3
MEASURE CrotchLength_Front=26.5
MEASURE Ankle_Circ=23.81
MEASURE Head_Top_Height=156.5
MEASURE Hip_Height=79.5
MEASURE NeckBase_Circ=35.6
MEASURE Bust_to_Bust=17.3
MEASURE Underbust_Circ=83.0
MEASURE BUST_Circ=89.2
MEASURE Across_Back=34.1
MEASURE Shoulder_to_Shoulder=39.8
MEASURE Neck_Circ=32.5
MEASURE Knee_Circ=40.0
MEASURE Calf_Circ=36.8
MEASURE Bicep_Circ=29.9
MEASURE Elbow_Circ=26.0
MEASURE Wrist_Circ=16.1
MEASURE Shoulder_to_Wrist=53.6
MEASURE Shoulder_Length=13.3
MEASURE SideNeck_to_Bust=24.7
MEASURE NeckSide_to_Wrist=66.9
MEASURE NECK_Height=139.3
MEASURE Thigh_Circ=60.0
MEASURE Across_Front=37.6
MEASURE Shoulder_to_floor_Right=132.8
MEASURE Shoulder_to_floor_Left=133.3
MEASURE TopHip_Circ=90.2
MEASURE TrouserWaist_Height_Front=90.2
MEASURE Bust_Height=117.6
MEASURE Torso_Height=68.3
MEASURE Istumakorkeus=27.3
MEASURE NaturalWAIST_Circ=79.6
MEASURE NaturalWaist_Height=98.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=62.9
MEASURE Shoulder_Width_ThruTheBody=35.7
MEASURE Overarm_Width_ThruTheBody=41.0
MEASURE Hip_2_Width_ThruTheBody=40.7
MEASURE Hip_2_Circ=105.9
MEASURE Hip_2_Height=71.0
