OPTION UNITS=cm
MEASURE Seat_Back_Angle=27.4
MEASURE Outseam=90.0
MEASURE Inseam=70.6
MEASURE CROTCH_Height=69.1
MEASURE TrouserWAIST_Circ=74.3
MEASURE HIP_Circ=90.7
MEASURE Knee_Height=26.0
MEASURE Calf_Height=38.9
MEASURE Waist_Height_Back_EZ=92.0
MEASURE TrouserWaist_Height_Back=91.7
MEASURE CrotchLength_Back=31.7
MEASURE CrotchLength_Front=24.0
MEASURE Ankle_Circ=23.97
MEASURE Head_Top_Height=151.1
MEASURE Hip_Height=76.1
MEASURE NeckBase_Circ=33.5
MEASURE Bust_to_Bust=15.5
MEASURE Underbust_Circ=71.5
MEASURE BUST_Circ=84.8
MEASURE Across_Back=34.7
MEASURE Shoulder_to_Shoulder=36.9
MEASURE Neck_Circ=29.7
MEASURE Knee_Circ=35.6
MEASURE Calf_Circ=34.8
MEASURE Bicep_Circ=24.6
MEASURE Elbow_Circ=21.6
MEASURE Wrist_Circ=14.1
MEASURE Shoulder_to_Wrist=50.1
MEASURE Shoulder_Length=10.9
MEASURE SideNeck_to_Bust=26.7
MEASURE NeckSide_to_Wrist=61.0
MEASURE NECK_Height=131.6
MEASURE Thigh_Circ=52.5
MEASURE Across_Front=33.7
MEASURE Shoulder_to_floor_Right=126.1
MEASURE Shoulder_to_floor_Left=126.1
MEASURE TopHip_Circ=78.2
MEASURE TrouserWaist_Height_Front=87.0
MEASURE Bust_Height=108.6
MEASURE Torso_Height=62.5
MEASURE Istumakorkeus=25.0
MEASURE NaturalWAIST_Circ=67.5
MEASURE NaturalWaist_Height=94.1
MEASURE Thigh_Height=3.0
MEASURE Ankle_Height=61.6
MEASURE Shoulder_Width_ThruTheBody=32.2
MEASURE Overarm_Width_ThruTheBody=37.4
MEASURE Hip_2_Width_ThruTheBody=37.1
MEASURE Hip_2_Circ=94.5
MEASURE Hip_2_Height=69.6
