OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.7
MEASURE Outseam=90.4
MEASURE Inseam=70.3
MEASURE CROTCH_Height=69.1
MEASURE TrouserWAIST_Circ=92.8
MEASURE HIP_Circ=101.3
MEASURE Knee_Height=27.5
MEASURE Calf_Height=40.0
MEASURE Waist_Height_Back_EZ=92.5
MEASURE TrouserWaist_Height_Back=91.6
MEASURE CrotchLength_Back=32.8
MEASURE CrotchLength_Front=26.6
MEASURE Ankle_Circ=26.34
MEASURE Head_Top_Height=150.6
MEASURE Hip_Height=76.1
MEASURE NeckBase_Circ=35.8
MEASURE Bust_to_Bust=18.9
MEASURE Underbust_Circ=79.1
MEASURE BUST_Circ=89.9
MEASURE Across_Back=34.5
MEASURE Shoulder_to_Shoulder=35.5
MEASURE Neck_Circ=34.1
MEASURE Knee_Circ=42.1
MEASURE Calf_Circ=36.8
MEASURE Bicep_Circ=32.0
MEASURE Elbow_Circ=25.4
MEASURE Wrist_Circ=16.4
MEASURE Shoulder_to_Wrist=55.7
MEASURE Shoulder_Length=10.5
MEASURE SideNeck_to_Bust=32.4
MEASURE NeckSide_to_Wrist=66.2
MEASURE NECK_Height=136.1
MEASURE Thigh_Circ=59.5
MEASURE Across_Front=30.2
MEASURE Shoulder_to_floor_Right=129.6
MEASURE Shoulder_to_floor_Left=129.3
MEASURE TopHip_Circ=94.9
MEASURE TrouserWaist_Height_Front=87.0
MEASURE Bust_Height=106.1
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=84.3
MEASURE NaturalWaist_Height=95.9
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=62.6
MEASURE Shoulder_Width_ThruTheBody=29.9
MEASURE Overarm_Width_ThruTheBody=38.5
MEASURE Hip_2_Width_ThruTheBody=41.6
MEASURE Hip_2_Circ=106.6
MEASURE Hip_2_Height=69.1
