OPTION UNITS=cm
MEASURE Seat_Back_Angle=20.1
MEASURE Outseam=99.1
MEASURE Inseam=77.4
MEASURE CROTCH_Height=76.0
MEASURE TrouserWAIST_Circ=81.5
MEASURE HIP_Circ=89.3
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.8
MEASURE Waist_Height_Back_EZ=101.0
MEASURE TrouserWaist_Height_Back=100.3
MEASURE CrotchLength_Back=33.2
MEASURE CrotchLength_Front=26.2
MEASURE Ankle_Circ=22.27
MEASURE Head_Top_Height=163.5
MEASURE Hip_Height=84.5
MEASURE NeckBase_Circ=36.4
MEASURE Bust_to_Bust=19.8
MEASURE Underbust_Circ=72.9
MEASURE BUST_Circ=88.1
MEASURE Across_Back=35.5
MEASURE Shoulder_to_Shoulder=38.7
MEASURE Neck_Circ=31.6
MEASURE Knee_Circ=34.3
MEASURE Calf_Circ=32.1
MEASURE Bicep_Circ=27.8
MEASURE Elbow_Circ=22.0
MEASURE Wrist_Circ=16.4
MEASURE Shoulder_to_Wrist=61.0
MEASURE Shoulder_Length=11.4
MEASURE SideNeck_to_Bust=24.8
MEASURE NeckSide_to_Wrist=72.4
MEASURE NECK_Height=145.6
MEASURE Thigh_Circ=48.4
MEASURE Across_Front=34.1
MEASURE Shoulder_to_floor_Right=140.1
MEASURE Shoulder_to_floor_Left=140.1
MEASURE TopHip_Circ=85.7
MEASURE TrouserWaist_Height_Front=96.7
MEASURE Bust_Height=123.1
MEASURE Torso_Height=69.5
MEASURE Istumakorkeus=27.8
MEASURE NaturalWAIST_Circ=75.6
MEASURE NaturalWaist_Height=103.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.0
MEASURE Shoulder_Width_ThruTheBody=34.2
MEASURE Overarm_Width_ThruTheBody=41.4
MEASURE Hip_2_Width_ThruTheBody=36.4
MEASURE Hip_2_Circ=92.2
MEASURE Hip_2_Height=77.0
