OPTION UNITS=cm
MEASURE Seat_Back_Angle=15.5
MEASURE Outseam=99.0
MEASURE Inseam=78.0
MEASURE CROTCH_Height=77.0
MEASURE TrouserWAIST_Circ=85.4
MEASURE HIP_Circ=95.1
MEASURE Knee_Height=31.0
MEASURE Calf_Height=44.8
MEASURE Waist_Height_Back_EZ=100.4
MEASURE TrouserWaist_Height_Back=100.0
MEASURE CrotchLength_Back=32.0
MEASURE CrotchLength_Front=25.4
MEASURE Ankle_Circ=23.86
MEASURE Head_Top_Height=160.7
MEASURE Hip_Height=86.0
MEASURE NeckBase_Circ=34.3
MEASURE Bust_to_Bust=18.7
MEASURE Underbust_Circ=81.1
MEASURE BUST_Circ=96.2
MEASURE Across_Back=29.7
MEASURE Shoulder_to_Shoulder=40.5
MEASURE Neck_Circ=32.2
MEASURE Knee_Circ=35.7
MEASURE Calf_Circ=34.2
MEASURE Bicep_Circ=29.6
MEASURE Elbow_Circ=23.2
MEASURE Wrist_Circ=15.4
MEASURE Shoulder_to_Wrist=57.5
MEASURE Shoulder_Length=13.2
MEASURE SideNeck_to_Bust=26.4
MEASURE NeckSide_to_Wrist=70.7
MEASURE NECK_Height=142.3
MEASURE Thigh_Circ=54.5
MEASURE Across_Front=36.9
MEASURE Shoulder_to_floor_Right=135.3
MEASURE Shoulder_to_floor_Left=136.8
MEASURE TopHip_Circ=90.4
MEASURE TrouserWaist_Height_Front=96.0
MEASURE Bust_Height=120.5
MEASURE Torso_Height=65.3
MEASURE Istumakorkeus=26.1
MEASURE NaturalWAIST_Circ=77.9
MEASURE NaturalWaist_Height=103.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=69.6
MEASURE Shoulder_Width_ThruTheBody=34.7
MEASURE Overarm_Width_ThruTheBody=39.3
MEASURE Hip_2_Width_ThruTheBody=38.3
MEASURE Hip_2_Circ=97.1
MEASURE Hip_2_Height=77.0
