OPTION UNITS=cm
MEASURE Seat_Back_Angle=23.2
MEASURE Outseam=96.2
MEASURE Inseam=75.6
MEASURE CROTCH_Height=73.8
MEASURE TrouserWAIST_Circ=91.7
MEASURE HIP_Circ=108.6
MEASURE Knee_Height=30.5
MEASURE Calf_Height=43.5
MEASURE Waist_Height_Back_EZ=98.3
MEASURE TrouserWaist_Height_Back=97.4
MEASURE CrotchLength_Back=33.5
MEASURE CrotchLength_Front=25.2
MEASURE Ankle_Circ=25.15
MEASURE Head_Top_Height=161.9
MEASURE Hip_Height=81.8
MEASURE NeckBase_Circ=36.0
MEASURE Bust_to_Bust=16.9
MEASURE Underbust_Circ=86.1
MEASURE BUST_Circ=101.6
MEASURE Across_Back=38.2
MEASURE Shoulder_to_Shoulder=41.9
MEASURE Neck_Circ=33.1
MEASURE Knee_Circ=37.2
MEASURE Calf_Circ=40.8
MEASURE Bicep_Circ=32.6
MEASURE Elbow_Circ=26.5
MEASURE Wrist_Circ=15.5
MEASURE Shoulder_to_Wrist=55.1
MEASURE Shoulder_Length=12.9
MEASURE SideNeck_to_Bust=30.0
MEASURE NeckSide_to_Wrist=68.0
MEASURE NECK_Height=142.1
MEASURE Thigh_Circ=65.4
MEASURE Across_Front=36.5
MEASURE Shoulder_to_floor_Right=136.3
MEASURE Shoulder_to_floor_Left=135.8
MEASURE TopHip_Circ=98.9
MEASURE TrouserWaist_Height_Front=93.1
MEASURE Bust_Height=117.3
MEASURE Torso_Height=68.3
MEASURE Istumakorkeus=27.3
MEASURE NaturalWAIST_Circ=85.3
MEASURE NaturalWaist_Height=101.1
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=66.1
MEASURE Shoulder_Width_ThruTheBody=35.6
MEASURE Overarm_Width_ThruTheBody=41.6
MEASURE Hip_2_Width_ThruTheBody=44.1
MEASURE Hip_2_Circ=114.3
MEASURE Hip_2_Height=73.8
