OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.8
MEASURE Outseam=101.7
MEASURE Inseam=76.2
MEASURE CROTCH_Height=75.1
MEASURE TrouserWAIST_Circ=79.2
MEASURE HIP_Circ=96.7
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.5
MEASURE Waist_Height_Back_EZ=104.5
MEASURE TrouserWaist_Height_Back=103.7
MEASURE CrotchLength_Back=37.4
MEASURE CrotchLength_Front=30.5
MEASURE Ankle_Circ=29.88
MEASURE Head_Top_Height=161.4
MEASURE Hip_Height=82.6
MEASURE NeckBase_Circ=33.7
MEASURE Bust_to_Bust=19.3
MEASURE Underbust_Circ=81.0
MEASURE BUST_Circ=94.4
MEASURE Across_Back=31.9
MEASURE Shoulder_to_Shoulder=38.2
MEASURE Neck_Circ=31.1
MEASURE Knee_Circ=36.2
MEASURE Calf_Circ=33.6
MEASURE Bicep_Circ=28.4
MEASURE Elbow_Circ=23.1
MEASURE Wrist_Circ=15.5
MEASURE Shoulder_to_Wrist=55.2
MEASURE Shoulder_Length=11.6
MEASURE SideNeck_to_Bust=25.8
MEASURE NeckSide_to_Wrist=66.8
MEASURE NECK_Height=142.8
MEASURE Thigh_Circ=55.2
MEASURE Across_Front=38.3
MEASURE Shoulder_to_floor_Right=136.1
MEASURE Shoulder_to_floor_Left=136.6
MEASURE TopHip_Circ=91.3
MEASURE TrouserWaist_Height_Front=99.1
MEASURE Bust_Height=122.1
MEASURE Torso_Height=67.8
MEASURE Istumakorkeus=27.1
MEASURE NaturalWAIST_Circ=77.5
MEASURE NaturalWaist_Height=102.2
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=67.2
MEASURE Shoulder_Width_ThruTheBody=33.2
MEASURE Overarm_Width_ThruTheBody=40.5
MEASURE Hip_2_Width_ThruTheBody=37.4
MEASURE Hip_2_Circ=97.5
MEASURE Hip_2_Height=75.6
