OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.6
MEASURE Outseam=90.7
MEASURE Inseam=72.1
MEASURE CROTCH_Height=70.4
MEASURE TrouserWAIST_Circ=80.8
MEASURE HIP_Circ=92.5
MEASURE Knee_Height=29.0
MEASURE Calf_Height=41.4
MEASURE Waist_Height_Back_EZ=92.2
MEASURE TrouserWaist_Height_Back=91.9
MEASURE CrotchLength_Back=28.6
MEASURE CrotchLength_Front=25.0
MEASURE Ankle_Circ=23.68
MEASURE Head_Top_Height=153.6
MEASURE Hip_Height=77.4
MEASURE NeckBase_Circ=36.1
MEASURE Bust_to_Bust=19.3
MEASURE Underbust_Circ=72.2
MEASURE BUST_Circ=92.3
MEASURE Across_Back=31.5
MEASURE Shoulder_to_Shoulder=39.4
MEASURE Neck_Circ=35.4
MEASURE Knee_Circ=35.2
MEASURE Calf_Circ=33.2
MEASURE Bicep_Circ=28.8
MEASURE Elbow_Circ=22.5
MEASURE Wrist_Circ=14.2
MEASURE Shoulder_to_Wrist=50.8
MEASURE Shoulder_Length=12.3
MEASURE SideNeck_to_Bust=27.2
MEASURE NeckSide_to_Wrist=63.1
MEASURE NECK_Height=134.9
MEASURE Thigh_Circ=51.9
MEASURE Across_Front=38.3
MEASURE Shoulder_to_floor_Right=128.9
MEASURE Shoulder_to_floor_Left=129.9
MEASURE TopHip_Circ=82.6
MEASURE TrouserWaist_Height_Front=87.9
MEASURE Bust_Height=113.9
MEASURE Torso_Height=64.5
MEASURE Istumakorkeus=25.8
MEASURE NaturalWAIST_Circ=71.7
MEASURE NaturalWaist_Height=96.2
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=63.4
MEASURE Shoulder_Width_ThruTheBody=33.8
MEASURE Overarm_Width_ThruTheBody=39.6
MEASURE Hip_2_Width_ThruTheBody=36.9
MEASURE Hip_2_Circ=94.9
MEASURE Hip_2_Height=70.4
