OPTION UNITS=cm
MEASURE Seat_Back_Angle=18.0
MEASURE Outseam=91.1
MEASURE Inseam=73.0
MEASURE CROTCH_Height=71.5
MEASURE TrouserWAIST_Circ=83.9
MEASURE HIP_Circ=92.6
MEASURE Knee_Height=27.5
MEASURE Calf_Height=40.7
MEASURE Waist_Height_Back_EZ=93.1
MEASURE TrouserWaist_Height_Back=93.4
MEASURE CrotchLength_Back=30.4
MEASURE CrotchLength_Front=23.6
MEASURE Ankle_Circ=30.22
MEASURE Head_Top_Height=149.5
MEASURE Hip_Height=80.5
MEASURE NeckBase_Circ=35.7
MEASURE Bust_to_Bust=18.8
MEASURE Underbust_Circ=87.6
MEASURE BUST_Circ=97.8
MEASURE Across_Back=36.6
MEASURE Shoulder_to_Shoulder=38.3
MEASURE Neck_Circ=33.4
MEASURE Knee_Circ=34.4
MEASURE Calf_Circ=36.9
MEASURE Bicep_Circ=30.5
MEASURE Elbow_Circ=22.1
MEASURE Wrist_Circ=14.7
MEASURE Shoulder_to_Wrist=55.5
MEASURE Shoulder_Length=12.0
MEASURE SideNeck_to_Bust=28.9
MEASURE NeckSide_to_Wrist=67.5
MEASURE NECK_Height=137.6
MEASURE Thigh_Circ=54.1
MEASURE Across_Front=35.3
MEASURE Shoulder_to_floor_Right=132.3
MEASURE Shoulder_to_floor_Left=132.1
MEASURE TopHip_Circ=87.5
MEASURE TrouserWaist_Height_Front=88.0
MEASURE Bust_Height=113.1
MEASURE Torso_Height=66.0
MEASURE Istumakorkeus=26.4
MEASURE NaturalWAIST_Circ=88.6
MEASURE NaturalWaist_Height=98.0
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=64.3
MEASURE Shoulder_Width_ThruTheBody=33.6
MEASURE Overarm_Width_ThruTheBody=40.4
MEASURE Hip_2_Width_ThruTheBody=33.8
MEASURE Hip_2_Circ=92.8
MEASURE Hip_2_Height=74.5
