OPTION UNITS=cm
MEASURE Seat_Back_Angle=13.8
MEASURE Outseam=96.4
MEASURE Inseam=74.2
MEASURE CROTCH_Height=73.0
MEASURE TrouserWAIST_Circ=80.9
MEASURE HIP_Circ=94.5
MEASURE Knee_Height=26.0
MEASURE Calf_Height=40.1
MEASURE Waist_Height_Back_EZ=97.4
MEASURE TrouserWaist_Height_Back=97.2
MEASURE CrotchLength_Back=32.4
MEASURE CrotchLength_Front=26.2
MEASURE Ankle_Circ=22.72
MEASURE Head_Top_Height=159.1
MEASURE Hip_Height=83.5
MEASURE NeckBase_Circ=33.1
MEASURE Bust_to_Bust=18.1
MEASURE Underbust_Circ=81.7
MEASURE BUST_Circ=90.0
MEASURE Across_Back=29.2
MEASURE Shoulder_to_Shoulder=34.8
MEASURE Neck_Circ=31.0
MEASURE Knee_Circ=34.6
MEASURE Calf_Circ=32.3
MEASURE Bicep_Circ=26.8
MEASURE Elbow_Circ=22.9
MEASURE Wrist_Circ=15.8
MEASURE Shoulder_to_Wrist=57.4
MEASURE Shoulder_Length=11.1
MEASURE SideNeck_to_Bust=26.3
MEASURE NeckSide_to_Wrist=68.5
MEASURE NECK_Height=139.5
MEASURE Thigh_Circ=51.1
MEASURE Across_Front=31.2
MEASURE Shoulder_to_floor_Right=135.5
MEASURE Shoulder_to_floor_Left=135.5
MEASURE TopHip_Circ=90.5
MEASURE TrouserWaist_Height_Front=93.6
MEASURE Bust_Height=117.5
MEASURE Torso_Height=66.5
MEASURE Istumakorkeus=26.6
MEASURE NaturalWAIST_Circ=74.9
MEASURE NaturalWaist_Height=99.6
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.9
MEASURE Shoulder_Width_ThruTheBody=30.5
MEASURE Overarm_Width_ThruTheBody=39.7
MEASURE Hip_2_Width_ThruTheBody=38.7
MEASURE Hip_2_Circ=96.5
MEASURE Hip_2_Height=73.5
