OPTION UNITS=cm
MEASURE Seat_Back_Angle=15.4
MEASURE Outseam=101.4
MEASURE Inseam=80.1
MEASURE CROTCH_Height=79.0
MEASURE TrouserWAIST_Circ=86.8
MEASURE HIP_Circ=96.9
MEASURE Knee_Height=32.0
MEASURE Calf_Height=46.1
MEASURE Waist_Height_Back_EZ=102.9
MEASURE TrouserWaist_Height_Back=102.9
MEASURE CrotchLength_Back=32.8
MEASURE CrotchLength_Front=26.1
MEASURE Ankle_Circ=23.30
MEASURE Head_Top_Height=164.8
MEASURE Hip_Height=87.5
MEASURE NeckBase_Circ=34.6
MEASURE Bust_to_Bust=19.4
MEASURE Underbust_Circ=80.0
MEASURE BUST_Circ=93.3
MEASURE Across_Back=32.4
MEASURE Shoulder_to_Shoulder=39.4
MEASURE Neck_Circ=31.0
MEASURE Knee_Circ=35.5
MEASURE Calf_Circ=32.3
MEASURE Bicep_Circ=27.2
MEASURE Elbow_Circ=23.4
MEASURE Wrist_Circ=14.3
MEASURE Shoulder_to_Wrist=57.0
MEASURE Shoulder_Length=14.1
MEASURE SideNeck_to_Bust=26.5
MEASURE NeckSide_to_Wrist=71.1
MEASURE NECK_Height=145.3
MEASURE Thigh_Circ=55.1
MEASURE Across_Front=40.9
MEASURE Shoulder_to_floor_Right=137.5
MEASURE Shoulder_to_floor_Left=139.3
MEASURE TopHip_Circ=86.3
MEASURE TrouserWaist_Height_Front=98.6
MEASURE Bust_Height=124.5
MEASURE Torso_Height=66.3
MEASURE Istumakorkeus=26.5
MEASURE NaturalWAIST_Circ=81.4
MEASURE NaturalWaist_Height=105.5
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=71.8
MEASURE Shoulder_Width_ThruTheBody=35.0
MEASURE Overarm_Width_ThruTheBody=39.6
MEASURE Hip_2_Width_ThruTheBody=40.2
MEASURE Hip_2_Circ=100.8
MEASURE Hip_2_Height=80.5
