OPTION UNITS=cm
MEASURE Seat_Back_Angle=23.0
MEASURE Outseam=95.9
MEASURE Inseam=74.4
MEASURE CROTCH_Height=73.2
MEASURE TrouserWAIST_Circ=86.3
MEASURE HIP_Circ=98.1
MEASURE Knee_Height=29.0
MEASURE Calf_Height=42.3
MEASURE Waist_Height_Back_EZ=98.0
MEASURE TrouserWaist_Height_Back=97.2
MEASURE CrotchLength_Back=33.9
MEASURE CrotchLength_Front=27.7
MEASURE Ankle_Circ=23.67
MEASURE Head_Top_Height=150.9
MEASURE Hip_Height=81.2
MEASURE NeckBase_Circ=40.0
MEASURE Bust_to_Bust=13.9
MEASURE Underbust_Circ=78.7
MEASURE BUST_Circ=92.4
MEASURE Across_Back=34.2
MEASURE Shoulder_to_Shoulder=39.7
MEASURE Neck_Circ=38.2
MEASURE Knee_Circ=39.4
MEASURE Calf_Circ=36.5
MEASURE Bicep_Circ=34.7
MEASURE Elbow_Circ=25.3
MEASURE Wrist_Circ=16.0
MEASURE Shoulder_to_Wrist=53.8
MEASURE Shoulder_Length=12.4
MEASURE SideNeck_to_Bust=30.4
MEASURE NeckSide_to_Wrist=66.1
MEASURE NECK_Height=135.9
MEASURE Thigh_Circ=56.3
MEASURE Across_Front=35.9
MEASURE Shoulder_to_floor_Right=129.4
MEASURE Shoulder_to_floor_Left=130.4
MEASURE TopHip_Circ=94.6
MEASURE TrouserWaist_Height_Front=92.6
MEASURE Bust_Height=108.2
MEASURE Torso_Height=62.8
MEASURE Istumakorkeus=25.1
MEASURE NaturalWAIST_Circ=83.2
MEASURE NaturalWaist_Height=98.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=65.2
MEASURE Shoulder_Width_ThruTheBody=34.0
MEASURE Overarm_Width_ThruTheBody=40.1
MEASURE Hip_2_Width_ThruTheBody=40.0
MEASURE Hip_2_Circ=101.7
MEASURE Hip_2_Height=73.7
