OPTION UNITS=cm
MEASURE Seat_Back_Angle=18.8
MEASURE Outseam=99.3
MEASURE Inseam=78.2
MEASURE CROTCH_Height=77.0
MEASURE TrouserWAIST_Circ=92.5
MEASURE HIP_Circ=102.7
MEASURE Knee_Height=30.0
MEASURE Calf_Height=44.1
MEASURE Waist_Height_Back_EZ=101.4
MEASURE TrouserWaist_Height_Back=101.1
MEASURE CrotchLength_Back=34.2
MEASURE CrotchLength_Front=26.3
MEASURE Ankle_Circ=37.07
MEASURE Head_Top_Height=165.8
MEASURE Hip_Height=85.0
MEASURE NeckBase_Circ=35.6
MEASURE Bust_to_Bust=16.6
MEASURE Underbust_Circ=76.9
MEASURE BUST_Circ=93.1
MEASURE Across_Back=34.9
MEASURE Shoulder_to_Shoulder=36.8
MEASURE Neck_Circ=32.3
MEASURE Knee_Circ=35.5
MEASURE Calf_Circ=34.7
MEASURE Bicep_Circ=29.6
MEASURE Elbow_Circ=22.7
MEASURE Wrist_Circ=14.6
MEASURE Shoulder_to_Wrist=58.1
MEASURE Shoulder_Length=11.8
MEASURE SideNeck_to_Bust=25.6
MEASURE NeckSide_to_Wrist=69.9
MEASURE NECK_Height=145.3
MEASURE Thigh_Circ=57.1
MEASURE Across_Front=33.2
MEASURE Shoulder_to_floor_Right=139.8
MEASURE Shoulder_to_floor_Left=139.5
MEASURE TopHip_Circ=93.6
MEASURE TrouserWaist_Height_Front=96.3
MEASURE Bust_Height=124.0
MEASURE Torso_Height=68.3
MEASURE Istumakorkeus=27.3
MEASURE NaturalWAIST_Circ=84.1
MEASURE NaturalWaist_Height=104.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=69.1
MEASURE Shoulder_Width_ThruTheBody=32.7
MEASURE Overarm_Width_ThruTheBody=39.3
MEASURE Hip_2_Width_ThruTheBody=41.4
MEASURE Hip_2_Circ=104.6
MEASURE Hip_2_Height=77.0
