OPTION UNITS=cm
MEASURE Seat_Back_Angle=26.1
MEASURE Outseam=98.1
MEASURE Inseam=77.7
MEASURE CROTCH_Height=76.1
MEASURE TrouserWAIST_Circ=92.2
MEASURE HIP_Circ=106.0
MEASURE Knee_Height=31.0
MEASURE Calf_Height=44.5
MEASURE Waist_Height_Back_EZ=100.7
MEASURE TrouserWaist_Height_Back=99.7
MEASURE CrotchLength_Back=33.6
MEASURE CrotchLength_Front=24.9
MEASURE Ankle_Circ=25.14
MEASURE Head_Top_Height=161.8
MEASURE Hip_Height=86.1
MEASURE NeckBase_Circ=40.3
MEASURE Bust_to_Bust=17.1
MEASURE Underbust_Circ=80.1
MEASURE BUST_Circ=88.8
MEASURE Across_Back=35.1
MEASURE Shoulder_to_Shoulder=39.0
MEASURE Neck_Circ=36.9
MEASURE Knee_Circ=37.3
MEASURE Calf_Circ=36.5
MEASURE Bicep_Circ=29.4
MEASURE Elbow_Circ=24.0
MEASURE Wrist_Circ=13.7
MEASURE Shoulder_to_Wrist=52.4
MEASURE Shoulder_Length=11.1
MEASURE SideNeck_to_Bust=29.4
MEASURE NeckSide_to_Wrist=63.5
MEASURE NECK_Height=143.1
MEASURE Thigh_Circ=62.0
MEASURE Across_Front=35.0
MEASURE Shoulder_to_floor_Right=138.4
MEASURE Shoulder_to_floor_Left=138.6
MEASURE TopHip_Circ=99.3
MEASURE TrouserWaist_Height_Front=95.3
MEASURE Bust_Height=118.6
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=81.7
MEASURE NaturalWaist_Height=102.9
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.5
MEASURE Shoulder_Width_ThruTheBody=33.2
MEASURE Overarm_Width_ThruTheBody=39.4
MEASURE Hip_2_Width_ThruTheBody=41.1
MEASURE Hip_2_Circ=108.5
MEASURE Hip_2_Height=77.1
