OPTION UNITS=cm
MEASURE Seat_Back_Angle=26.8
MEASURE Outseam=91.1
MEASURE Inseam=72.5
MEASURE CROTCH_Height=69.9
MEASURE TrouserWAIST_Circ=91.0
MEASURE HIP_Circ=100.8
MEASURE Knee_Height=28.5
MEASURE Calf_Height=40.9
MEASURE Waist_Height_Back_EZ=94.2
MEASURE TrouserWaist_Height_Back=92.9
MEASURE CrotchLength_Back=32.0
MEASURE CrotchLength_Front=27.3
MEASURE Ankle_Circ=27.09
MEASURE Head_Top_Height=150.3
MEASURE Hip_Height=76.9
MEASURE NeckBase_Circ=36.3
MEASURE Bust_to_Bust=20.1
MEASURE Underbust_Circ=82.1
MEASURE BUST_Circ=100.2
MEASURE Across_Back=34.6
MEASURE Shoulder_to_Shoulder=39.3
MEASURE Neck_Circ=35.5
MEASURE Knee_Circ=37.0
MEASURE Calf_Circ=36.9
MEASURE Bicep_Circ=33.3
MEASURE Elbow_Circ=23.7
MEASURE Wrist_Circ=15.3
MEASURE Shoulder_to_Wrist=50.2
MEASURE Shoulder_Length=12.8
MEASURE SideNeck_to_Bust=27.5
MEASURE NeckSide_to_Wrist=63.0
MEASURE NECK_Height=132.1
MEASURE Thigh_Circ=60.7
MEASURE Across_Front=37.7
MEASURE Shoulder_to_floor_Right=128.4
MEASURE Shoulder_to_floor_Left=128.1
MEASURE TopHip_Circ=94.0
MEASURE TrouserWaist_Height_Front=88.5
MEASURE Bust_Height=111.4
MEASURE Torso_Height=62.3
MEASURE Istumakorkeus=24.9
MEASURE NaturalWAIST_Circ=84.3
MEASURE NaturalWaist_Height=94.8
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=63.0
MEASURE Shoulder_Width_ThruTheBody=35.8
MEASURE Overarm_Width_ThruTheBody=39.5
MEASURE Hip_2_Width_ThruTheBody=40.4
MEASURE Hip_2_Circ=104.7
MEASURE Hip_2_Height=69.9
