OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.4
MEASURE Outseam=91.7
MEASURE Inseam=71.4
MEASURE CROTCH_Height=70.0
MEASURE TrouserWAIST_Circ=83.3
MEASURE HIP_Circ=96.5
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.0
MEASURE Waist_Height_Back_EZ=93.4
MEASURE TrouserWaist_Height_Back=93.6
MEASURE CrotchLength_Back=29.9
MEASURE CrotchLength_Front=25.6
MEASURE Ankle_Circ=24.05
MEASURE Head_Top_Height=153.2
MEASURE Hip_Height=78.0
MEASURE NeckBase_Circ=34.1
MEASURE Bust_to_Bust=19.0
MEASURE Underbust_Circ=73.3
MEASURE BUST_Circ=87.8
MEASURE Across_Back=34.3
MEASURE Shoulder_to_Shoulder=38.3
MEASURE Neck_Circ=30.9
MEASURE Knee_Circ=36.4
MEASURE Calf_Circ=34.4
MEASURE Bicep_Circ=28.6
MEASURE Elbow_Circ=23.1
MEASURE Wrist_Circ=14.8
MEASURE Shoulder_to_Wrist=50.2
MEASURE Shoulder_Length=12.0
MEASURE SideNeck_to_Bust=24.9
MEASURE NeckSide_to_Wrist=62.2
MEASURE NECK_Height=135.0
MEASURE Thigh_Circ=57.1
MEASURE Across_Front=34.2
MEASURE Shoulder_to_floor_Right=129.3
MEASURE Shoulder_to_floor_Left=128.3
MEASURE TopHip_Circ=88.9
MEASURE TrouserWaist_Height_Front=88.8
MEASURE Bust_Height=113.0
MEASURE Torso_Height=65.0
MEASURE Istumakorkeus=26.0
MEASURE NaturalWAIST_Circ=74.9
MEASURE NaturalWaist_Height=96.0
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=62.9
MEASURE Shoulder_Width_ThruTheBody=33.0
MEASURE Overarm_Width_ThruTheBody=38.2
MEASURE Hip_2_Width_ThruTheBody=38.9
MEASURE Hip_2_Circ=99.5
MEASURE Hip_2_Height=70.0
