OPTION UNITS=cm
MEASURE Seat_Back_Angle=27.6
MEASURE Outseam=93.1
MEASURE Inseam=76.8
MEASURE CROTCH_Height=74.9
MEASURE TrouserWAIST_Circ=98.6
MEASURE HIP_Circ=107.9
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.5
MEASURE Waist_Height_Back_EZ=95.8
MEASURE TrouserWaist_Height_Back=95.0
MEASURE CrotchLength_Back=30.1
MEASURE CrotchLength_Front=24.3
MEASURE Ankle_Circ=25.05
MEASURE Head_Top_Height=159.4
MEASURE Hip_Height=82.9
MEASURE NeckBase_Circ=38.8
MEASURE Bust_to_Bust=19.2
MEASURE Underbust_Circ=85.1
MEASURE BUST_Circ=100.1
MEASURE Across_Back=35.3
MEASURE Shoulder_to_Shoulder=40.8
MEASURE Neck_Circ=34.0
MEASURE Knee_Circ=38.2
MEASURE Calf_Circ=36.9
MEASURE Bicep_Circ=30.6
MEASURE Elbow_Circ=24.8
MEASURE Wrist_Circ=14.3
MEASURE Shoulder_to_Wrist=54.8
MEASURE Shoulder_Length=12.2
MEASURE SideNeck_to_Bust=28.3
MEASURE NeckSide_to_Wrist=67.0
MEASURE NECK_Height=140.9
MEASURE Thigh_Circ=63.2
MEASURE Across_Front=36.5
MEASURE Shoulder_to_floor_Right=134.2
MEASURE Shoulder_to_floor_Left=133.2
MEASURE TopHip_Circ=100.8
MEASURE TrouserWaist_Height_Front=89.9
MEASURE Bust_Height=115.9
MEASURE Torso_Height=66.0
MEASURE Istumakorkeus=26.4
MEASURE NaturalWAIST_Circ=90.3
MEASURE NaturalWaist_Height=101.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=67.0
MEASURE Shoulder_Width_ThruTheBody=34.2
MEASURE Overarm_Width_ThruTheBody=40.9
MEASURE Hip_2_Width_ThruTheBody=41.4
MEASURE Hip_2_Circ=108.5
MEASURE Hip_2_Height=75.9
