OPTION UNITS=cm
MEASURE Seat_Back_Angle=15.3
MEASURE Outseam=94.7
MEASURE Inseam=74.9
MEASURE CROTCH_Height=74.0
MEASURE TrouserWAIST_Circ=72.9
MEASURE HIP_Circ=85.4
MEASURE Knee_Height=28.5
MEASURE Calf_Height=42.2
MEASURE Waist_Height_Back_EZ=95.9
MEASURE TrouserWaist_Height_Back=95.6
MEASURE CrotchLength_Back=29.0
MEASURE CrotchLength_Front=23.9
MEASURE Ankle_Circ=23.64
MEASURE Head_Top_Height=148.9
MEASURE Hip_Height=80.5
MEASURE NeckBase_Circ=32.7
MEASURE Bust_to_Bust=18.4
MEASURE Underbust_Circ=75.0
MEASURE BUST_Circ=86.5
MEASURE Across_Back=33.8
MEASURE Shoulder_to_Shoulder=34.6
MEASURE Neck_Circ=30.8
MEASURE Knee_Circ=31.9
MEASURE Calf_Circ=31.6
MEASURE Bicep_Circ=22.1
MEASURE Elbow_Circ=20.3
MEASURE Wrist_Circ=14.8
MEASURE Shoulder_to_Wrist=57.5
MEASURE Shoulder_Length=10.2
MEASURE SideNeck_to_Bust=22.4
MEASURE NeckSide_to_Wrist=67.8
MEASURE NECK_Height=143.0
MEASURE Thigh_Circ=45.4
MEASURE Across_Front=32.2
MEASURE Shoulder_to_floor_Right=137.5
MEASURE Shoulder_to_floor_Left=138.0
MEASURE TopHip_Circ=75.7
MEASURE TrouserWaist_Height_Front=92.3
MEASURE Bust_Height=125.0
MEASURE Torso_Height=69.0
MEASURE Istumakorkeus=27.6
MEASURE NaturalWAIST_Circ=63.1
MEASURE NaturalWaist_Height=101.6
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.2
MEASURE Shoulder_Width_ThruTheBody=29.3
MEASURE Overarm_Width_ThruTheBody=37.9
MEASURE Hip_2_Width_ThruTheBody=34.4
MEASURE Hip_2_Circ=87.6
MEASURE Hip_2_Height=74.5
