OPTION UNITS=cm
MEASURE Seat_Back_Angle=14.1
MEASURE Outseam=96.4
MEASURE Inseam=74.4
MEASURE CROTCH_Height=73.0
MEASURE TrouserWAIST_Circ=91.7
MEASURE HIP_Circ=98.1
MEASURE Knee_Height=28.0
MEASURE Calf_Height=41.5
MEASURE Waist_Height_Back_EZ=98.4
MEASURE TrouserWaist_Height_Back=98.3
MEASURE CrotchLength_Back=32.0
MEASURE CrotchLength_Front=28.0
MEASURE Ankle_Circ=25.67
MEASURE Head_Top_Height=156.7
MEASURE Hip_Height=81.0
MEASURE NeckBase_Circ=35.8
MEASURE Bust_to_Bust=19.6
MEASURE Underbust_Circ=80.9
MEASURE BUST_Circ=96.0
MEASURE Across_Back=36.3
MEASURE Shoulder_to_Shoulder=39.7
MEASURE Neck_Circ=32.7
MEASURE Knee_Circ=38.2
MEASURE Calf_Circ=35.4
MEASURE Bicep_Circ=31.1
MEASURE Elbow_Circ=24.4
MEASURE Wrist_Circ=16.5
MEASURE Shoulder_to_Wrist=53.1
MEASURE Shoulder_Length=13.7
MEASURE SideNeck_to_Bust=29.6
MEASURE NeckSide_to_Wrist=66.8
MEASURE NECK_Height=138.0
MEASURE Thigh_Circ=54.4
MEASURE Across_Front=36.3
MEASURE Shoulder_to_floor_Right=131.0
MEASURE Shoulder_to_floor_Left=131.3
MEASURE TopHip_Circ=94.8
MEASURE TrouserWaist_Height_Front=93.4
MEASURE Bust_Height=114.0
MEASURE Torso_Height=65.0
MEASURE Istumakorkeus=26.0
MEASURE NaturalWAIST_Circ=86.9
MEASURE NaturalWaist_Height=99.0
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=65.4
MEASURE Shoulder_Width_ThruTheBody=34.5
MEASURE Overarm_Width_ThruTheBody=39.6
MEASURE Hip_2_Width_ThruTheBody=37.8
MEASURE Hip_2_Circ=97.8
MEASURE Hip_2_Height=73.5
