OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.0
MEASURE Outseam=94.6
MEASURE Inseam=77.7
MEASURE CROTCH_Height=76.3
MEASURE TrouserWAIST_Circ=75.0
MEASURE HIP_Circ=87.8
MEASURE Knee_Height=31.0
MEASURE Calf_Height=44.6
MEASURE Waist_Height_Back_EZ=95.9
MEASURE TrouserWaist_Height_Back=95.8
MEASURE CrotchLength_Back=25.0
MEASURE CrotchLength_Front=22.0
MEASURE Ankle_Circ=21.53
MEASURE Head_Top_Height=158.8
MEASURE Hip_Height=83.3
MEASURE NeckBase_Circ=33.6
MEASURE Bust_to_Bust=15.9
MEASURE Underbust_Circ=68.6
MEASURE BUST_Circ=83.5
MEASURE Across_Back=30.4
MEASURE Shoulder_to_Shoulder=35.6
MEASURE Neck_Circ=29.5
MEASURE Knee_Circ=31.7
MEASURE Calf_Circ=30.5
MEASURE Bicep_Circ=25.1
MEASURE Elbow_Circ=21.5
MEASURE Wrist_Circ=13.4
MEASURE Shoulder_to_Wrist=54.1
MEASURE Shoulder_Length=11.0
MEASURE SideNeck_to_Bust=25.2
MEASURE NeckSide_to_Wrist=65.1
MEASURE NECK_Height=137.3
MEASURE Thigh_Circ=49.7
MEASURE Across_Front=37.1
MEASURE Shoulder_to_floor_Right=130.0
MEASURE Shoulder_to_floor_Left=130.8
MEASURE TopHip_Circ=76.3
MEASURE TrouserWaist_Height_Front=91.7
MEASURE Bust_Height=115.8
MEASURE Torso_Height=61.0
MEASURE Istumakorkeus=24.4
MEASURE NaturalWAIST_Circ=67.5
MEASURE NaturalWaist_Height=100.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.7
MEASURE Shoulder_Width_ThruTheBody=30.6
MEASURE Overarm_Width_ThruTheBody=37.6
MEASURE Hip_2_Width_ThruTheBody=36.0
MEASURE Hip_2_Circ=92.1
MEASURE Hip_2_Height=76.3
