OPTION UNITS=cm
MEASURE Seat_Back_Angle=21.8
MEASURE Outseam=93.8
MEASURE Inseam=77.5
MEASURE CROTCH_Height=76.1
MEASURE TrouserWAIST_Circ=79.1
MEASURE HIP_Circ=97.9
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.8
MEASURE Waist_Height_Back_EZ=95.1
MEASURE TrouserWaist_Height_Back=94.6
MEASURE CrotchLength_Back=28.1
MEASURE CrotchLength_Front=20.7
MEASURE Ankle_Circ=21.71
MEASURE Head_Top_Height=157.6
MEASURE Hip_Height=81.6
MEASURE NeckBase_Circ=32.1
MEASURE Bust_to_Bust=16.0
MEASURE Underbust_Circ=68.2
MEASURE BUST_Circ=84.6
MEASURE Across_Back=33.3
MEASURE Shoulder_to_Shoulder=36.9
MEASURE Neck_Circ=29.5
MEASURE Knee_Circ=33.7
MEASURE Calf_Circ=32.2
MEASURE Bicep_Circ=26.5
MEASURE Elbow_Circ=19.8
MEASURE Wrist_Circ=13.3
MEASURE Shoulder_to_Wrist=56.3
MEASURE Shoulder_Length=12.3
MEASURE SideNeck_to_Bust=25.7
MEASURE NeckSide_to_Wrist=68.6
MEASURE NECK_Height=139.4
MEASURE Thigh_Circ=56.3
MEASURE Across_Front=33.5
MEASURE Shoulder_to_floor_Right=134.4
MEASURE Shoulder_to_floor_Left=132.6
MEASURE TopHip_Circ=78.2
MEASURE TrouserWaist_Height_Front=91.1
MEASURE Bust_Height=117.6
MEASURE Torso_Height=63.3
MEASURE Istumakorkeus=25.3
MEASURE NaturalWAIST_Circ=68.2
MEASURE NaturalWaist_Height=101.4
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.4
MEASURE Shoulder_Width_ThruTheBody=32.4
MEASURE Overarm_Width_ThruTheBody=39.9
MEASURE Hip_2_Width_ThruTheBody=39.3
MEASURE Hip_2_Circ=101.7
MEASURE Hip_2_Height=76.6
