OPTION UNITS=cm
MEASURE Seat_Back_Angle=18.5
MEASURE Outseam=94.5
MEASURE Inseam=75.7
MEASURE CROTCH_Height=73.3
MEASURE TrouserWAIST_Circ=88.3
MEASURE HIP_Circ=101.0
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.0
MEASURE Waist_Height_Back_EZ=96.2
MEASURE TrouserWaist_Height_Back=95.6
MEASURE CrotchLength_Back=30.8
MEASURE CrotchLength_Front=24.1
MEASURE Ankle_Circ=24.13
MEASURE Head_Top_Height=160.2
MEASURE Hip_Height=81.3
MEASURE NeckBase_Circ=36.3
MEASURE Bust_to_Bust=19.0
MEASURE Underbust_Circ=82.9
MEASURE BUST_Circ=97.3
MEASURE Across_Back=39.6
MEASURE Shoulder_to_Shoulder=39.4
MEASURE Neck_Circ=32.9
MEASURE Knee_Circ=38.0
MEASURE Calf_Circ=37.3
MEASURE Bicep_Circ=31.0
MEASURE Elbow_Circ=24.7
MEASURE Wrist_Circ=16.1
MEASURE Shoulder_to_Wrist=54.8
MEASURE Shoulder_Length=11.5
MEASURE SideNeck_to_Bust=25.3
MEASURE NeckSide_to_Wrist=66.2
MEASURE NECK_Height=140.3
MEASURE Thigh_Circ=57.9
MEASURE Across_Front=36.3
MEASURE Shoulder_to_floor_Right=134.3
MEASURE Shoulder_to_floor_Left=134.6
MEASURE TopHip_Circ=91.7
MEASURE TrouserWaist_Height_Front=91.3
MEASURE Bust_Height=118.3
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=80.7
MEASURE NaturalWaist_Height=100.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.3
MEASURE Shoulder_Width_ThruTheBody=33.9
MEASURE Overarm_Width_ThruTheBody=43.4
MEASURE Hip_2_Width_ThruTheBody=40.5
MEASURE Hip_2_Circ=104.7
MEASURE Hip_2_Height=74.3
