OPTION UNITS=cm
MEASURE Seat_Back_Angle=23.0
MEASURE Outseam=98.7
MEASURE Inseam=75.0
MEASURE CROTCH_Height=73.8
MEASURE TrouserWAIST_Circ=85.2
MEASURE HIP_Circ=107.8
MEASURE Knee_Height=29.0
MEASURE Calf_Height=42.4
MEASURE Waist_Height_Back_EZ=100.4
MEASURE TrouserWaist_Height_Back=99.7
MEASURE CrotchLength_Back=37.3
MEASURE CrotchLength_Front=30.5
MEASURE Ankle_Circ=27.50
MEASURE Head_Top_Height=154.3
MEASURE Hip_Height=81.8
MEASURE NeckBase_Circ=33.3
MEASURE Bust_to_Bust=18.8
MEASURE Underbust_Circ=80.1
MEASURE BUST_Circ=93.1
MEASURE Across_Back=36.2
MEASURE Shoulder_to_Shoulder=40.7
MEASURE Neck_Circ=31.5
MEASURE Knee_Circ=42.9
MEASURE Calf_Circ=40.8
MEASURE Bicep_Circ=32.6
MEASURE Elbow_Circ=27.0
MEASURE Wrist_Circ=15.7
MEASURE Shoulder_to_Wrist=53.3
MEASURE Shoulder_Length=13.1
MEASURE SideNeck_to_Bust=29.4
MEASURE NeckSide_to_Wrist=66.4
MEASURE NECK_Height=138.5
MEASURE Thigh_Circ=65.1
MEASURE Across_Front=36.0
MEASURE Shoulder_to_floor_Right=132.3
MEASURE Shoulder_to_floor_Left=131.3
MEASURE TopHip_Circ=102.7
MEASURE TrouserWaist_Height_Front=95.2
MEASURE Bust_Height=112.8
MEASURE Torso_Height=64.8
MEASURE Istumakorkeus=25.9
MEASURE NaturalWAIST_Circ=80.5
MEASURE NaturalWaist_Height=99.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.0
MEASURE Shoulder_Width_ThruTheBody=34.9
MEASURE Overarm_Width_ThruTheBody=41.8
MEASURE Hip_2_Width_ThruTheBody=43.2
MEASURE Hip_2_Circ=111.5
MEASURE Hip_2_Height=73.8
