OPTION UNITS=cm
MEASURE Seat_Back_Angle=13.0
MEASURE Outseam=92.3
MEASURE Inseam=72.6
MEASURE CROTCH_Height=71.5
MEASURE TrouserWAIST_Circ=97.2
MEASURE HIP_Circ=100.3
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.4
MEASURE Waist_Height_Back_EZ=94.0
MEASURE TrouserWaist_Height_Back=93.9
MEASURE CrotchLength_Back=31.7
MEASURE CrotchLength_Front=26.4
MEASURE Ankle_Circ=22.55
MEASURE Head_Top_Height=153.0
MEASURE Hip_Height=77.5
MEASURE NeckBase_Circ=38.4
MEASURE Bust_to_Bust=17.6
MEASURE Underbust_Circ=82.6
MEASURE BUST_Circ=96.7
MEASURE Across_Back=32.6
MEASURE Shoulder_to_Shoulder=42.6
MEASURE Neck_Circ=37.5
MEASURE Knee_Circ=36.4
MEASURE Calf_Circ=35.0
MEASURE Bicep_Circ=31.5
MEASURE Elbow_Circ=24.2
MEASURE Wrist_Circ=15.2
MEASURE Shoulder_to_Wrist=52.0
MEASURE Shoulder_Length=13.8
MEASURE SideNeck_to_Bust=30.9
MEASURE NeckSide_to_Wrist=65.8
MEASURE NECK_Height=134.5
MEASURE Thigh_Circ=57.7
MEASURE Across_Front=38.6
MEASURE Shoulder_to_floor_Right=128.0
MEASURE Shoulder_to_floor_Left=129.5
MEASURE TopHip_Circ=96.8
MEASURE TrouserWaist_Height_Front=89.5
MEASURE Bust_Height=107.5
MEASURE Torso_Height=63.0
MEASURE Istumakorkeus=25.2
MEASURE NaturalWAIST_Circ=87.1
MEASURE NaturalWaist_Height=96.7
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=63.7
MEASURE Shoulder_Width_ThruTheBody=36.5
MEASURE Overarm_Width_ThruTheBody=39.3
MEASURE Hip_2_Width_ThruTheBody=40.7
MEASURE Hip_2_Circ=102.6
MEASURE Hip_2_Height=71.5
