OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.2
MEASURE Outseam=93.0
MEASURE Inseam=74.5
MEASURE CROTCH_Height=73.2
MEASURE TrouserWAIST_Circ=90.9
MEASURE HIP_Circ=103.0
MEASURE Knee_Height=28.5
MEASURE Calf_Height=41.9
MEASURE Waist_Height_Back_EZ=94.5
MEASURE TrouserWaist_Height_Back=94.1
MEASURE CrotchLength_Back=30.7
MEASURE CrotchLength_Front=25.6
MEASURE Ankle_Circ=23.59
MEASURE Head_Top_Height=161.1
MEASURE Hip_Height=80.2
MEASURE NeckBase_Circ=34.8
MEASURE Bust_to_Bust=19.3
MEASURE Underbust_Circ=85.4
MEASURE BUST_Circ=101.5
MEASURE Across_Back=38.2
MEASURE Shoulder_to_Shoulder=40.1
MEASURE Neck_Circ=32.5
MEASURE Knee_Circ=37.1
MEASURE Calf_Circ=36.5
MEASURE Bicep_Circ=30.0
MEASURE Elbow_Circ=25.0
MEASURE Wrist_Circ=16.3
MEASURE Shoulder_to_Wrist=53.9
MEASURE Shoulder_Length=12.8
MEASURE SideNeck_to_Bust=28.3
MEASURE NeckSide_to_Wrist=66.7
MEASURE NECK_Height=138.2
MEASURE Thigh_Circ=57.7
MEASURE Across_Front=36.6
MEASURE Shoulder_to_floor_Right=131.7
MEASURE Shoulder_to_floor_Left=132.0
MEASURE TopHip_Circ=92.9
MEASURE TrouserWaist_Height_Front=90.0
MEASURE Bust_Height=115.7
MEASURE Torso_Height=65.0
MEASURE Istumakorkeus=26.0
MEASURE NaturalWAIST_Circ=82.1
MEASURE NaturalWaist_Height=99.2
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.9
MEASURE Shoulder_Width_ThruTheBody=34.3
MEASURE Overarm_Width_ThruTheBody=40.6
MEASURE Hip_2_Width_ThruTheBody=41.1
MEASURE Hip_2_Circ=105.0
MEASURE Hip_2_Height=73.7
