OPTION UNITS=cm
MEASURE Seat_Back_Angle=13.1
MEASURE Outseam=94.5
MEASURE Inseam=72.5
MEASURE CROTCH_Height=71.4
MEASURE TrouserWAIST_Circ=92.3
MEASURE HIP_Circ=93.4
MEASURE Knee_Height=29.0
MEASURE Calf_Height=41.7
MEASURE Waist_Height_Back_EZ=96.3
MEASURE TrouserWaist_Height_Back=95.8
MEASURE CrotchLength_Back=33.0
MEASURE CrotchLength_Front=26.9
MEASURE Ankle_Circ=28.59
MEASURE Head_Top_Height=139.4
MEASURE Hip_Height=81.4
MEASURE NeckBase_Circ=36.6
MEASURE Bust_to_Bust=19.0
MEASURE Underbust_Circ=85.7
MEASURE BUST_Circ=101.0
MEASURE Across_Back=37.7
MEASURE Shoulder_to_Shoulder=41.7
MEASURE Neck_Circ=33.9
MEASURE Knee_Circ=32.9
MEASURE Calf_Circ=34.4
MEASURE Bicep_Circ=30.2
MEASURE Elbow_Circ=23.3
MEASURE Wrist_Circ=16.0
MEASURE Shoulder_to_Wrist=53.3
MEASURE Shoulder_Length=13.3
MEASURE SideNeck_to_Bust=31.2
MEASURE NeckSide_to_Wrist=66.6
MEASURE NECK_Height=137.2
MEASURE Thigh_Circ=51.4
MEASURE Across_Front=39.2
MEASURE Shoulder_to_floor_Right=130.9
MEASURE Shoulder_to_floor_Left=130.7
MEASURE TopHip_Circ=95.3
MEASURE TrouserWaist_Height_Front=91.5
MEASURE Bust_Height=110.4
MEASURE Torso_Height=65.8
MEASURE Istumakorkeus=26.3
MEASURE NaturalWAIST_Circ=87.5
MEASURE NaturalWaist_Height=97.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=62.5
MEASURE Shoulder_Width_ThruTheBody=36.8
MEASURE Overarm_Width_ThruTheBody=42.8
MEASURE Hip_2_Width_ThruTheBody=36.6
MEASURE Hip_2_Circ=95.0
MEASURE Hip_2_Height=72.9
