OPTION UNITS=cm
MEASURE Seat_Back_Angle=13.4
MEASURE Outseam=98.8
MEASURE Inseam=77.6
MEASURE CROTCH_Height=74.5
MEASURE TrouserWAIST_Circ=99.1
MEASURE HIP_Circ=105.0
MEASURE Knee_Height=27.0
MEASURE Calf_Height=41.3
MEASURE Waist_Height_Back_EZ=100.0
MEASURE TrouserWaist_Height_Back=100.1
MEASURE CrotchLength_Back=35.2
MEASURE CrotchLength_Front=26.6
MEASURE Ankle_Circ=25.77
MEASURE Head_Top_Height=151.9
MEASURE Hip_Height=91.0
MEASURE NeckBase_Circ=35.6
MEASURE Bust_to_Bust=19.2
MEASURE Underbust_Circ=80.9
MEASURE BUST_Circ=93.8
MEASURE Across_Back=32.4
MEASURE Shoulder_to_Shoulder=38.7
MEASURE Neck_Circ=40.0
MEASURE Knee_Circ=39.3
MEASURE Calf_Circ=37.2
MEASURE Bicep_Circ=30.5
MEASURE Elbow_Circ=24.9
MEASURE Wrist_Circ=16.1
MEASURE Shoulder_to_Wrist=56.2
MEASURE Shoulder_Length=12.1
MEASURE SideNeck_to_Bust=30.1
MEASURE NeckSide_to_Wrist=68.3
MEASURE NECK_Height=138.5
MEASURE Thigh_Circ=55.4
MEASURE Across_Front=35.8
MEASURE Shoulder_to_floor_Right=133.5
MEASURE Shoulder_to_floor_Left=134.5
MEASURE TopHip_Circ=105.1
MEASURE TrouserWaist_Height_Front=95.1
MEASURE Bust_Height=114.0
MEASURE Torso_Height=64.0
MEASURE Istumakorkeus=25.6
MEASURE NaturalWAIST_Circ=91.4
MEASURE NaturalWaist_Height=100.1
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=67.0
MEASURE Shoulder_Width_ThruTheBody=33.6
MEASURE Overarm_Width_ThruTheBody=39.6
MEASURE Hip_2_Width_ThruTheBody=41.7
MEASURE Hip_2_Circ=104.8
MEASURE Hip_2_Height=75.5
