OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.8
MEASURE Outseam=95.5
MEASURE Inseam=74.8
MEASURE CROTCH_Height=73.6
MEASURE TrouserWAIST_Circ=86.1
MEASURE HIP_Circ=94.3
MEASURE Knee_Height=29.0
MEASURE Calf_Height=42.4
MEASURE Waist_Height_Back_EZ=97.5
MEASURE TrouserWaist_Height_Back=96.7
MEASURE CrotchLength_Back=31.7
MEASURE CrotchLength_Front=25.9
MEASURE Ankle_Circ=23.74
MEASURE Head_Top_Height=146.0
MEASURE Hip_Height=82.6
MEASURE NeckBase_Circ=35.2
MEASURE Bust_to_Bust=16.3
MEASURE Underbust_Circ=75.4
MEASURE BUST_Circ=91.4
MEASURE Across_Back=32.2
MEASURE Shoulder_to_Shoulder=39.3
MEASURE Neck_Circ=33.1
MEASURE Knee_Circ=34.2
MEASURE Calf_Circ=33.3
MEASURE Bicep_Circ=28.8
MEASURE Elbow_Circ=23.7
MEASURE Wrist_Circ=15.5
MEASURE Shoulder_to_Wrist=54.9
MEASURE Shoulder_Length=13.0
MEASURE SideNeck_to_Bust=29.5
MEASURE NeckSide_to_Wrist=67.9
MEASURE NECK_Height=141.6
MEASURE Thigh_Circ=52.5
MEASURE Across_Front=39.8
MEASURE Shoulder_to_floor_Right=134.6
MEASURE Shoulder_to_floor_Left=134.6
MEASURE TopHip_Circ=89.9
MEASURE TrouserWaist_Height_Front=92.5
MEASURE Bust_Height=117.1
MEASURE Torso_Height=68.0
MEASURE Istumakorkeus=27.2
MEASURE NaturalWAIST_Circ=77.5
MEASURE NaturalWaist_Height=100.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.5
MEASURE Shoulder_Width_ThruTheBody=33.6
MEASURE Overarm_Width_ThruTheBody=40.3
MEASURE Hip_2_Width_ThruTheBody=37.3
MEASURE Hip_2_Circ=96.1
MEASURE Hip_2_Height=74.6
