OPTION UNITS=cm
MEASURE Seat_Back_Angle=14.9
MEASURE Outseam=97.5
MEASURE Inseam=74.6
MEASURE CROTCH_Height=73.5
MEASURE TrouserWAIST_Circ=91.5
MEASURE HIP_Circ=99.9
MEASURE Knee_Height=26.5
MEASURE Calf_Height=40.6
MEASURE Waist_Height_Back_EZ=99.2
MEASURE TrouserWaist_Height_Back=98.9
MEASURE CrotchLength_Back=34.9
MEASURE CrotchLength_Front=29.1
MEASURE Ankle_Circ=25.99
MEASURE Head_Top_Height=157.8
MEASURE Hip_Height=82.5
MEASURE NeckBase_Circ=36.3
MEASURE Bust_to_Bust=18.9
MEASURE Underbust_Circ=83.9
MEASURE BUST_Circ=95.4
MEASURE Across_Back=33.0
MEASURE Shoulder_to_Shoulder=32.7
MEASURE Neck_Circ=35.0
MEASURE Knee_Circ=39.1
MEASURE Calf_Circ=35.9
MEASURE Bicep_Circ=30.9
MEASURE Elbow_Circ=23.5
MEASURE Wrist_Circ=15.2
MEASURE Shoulder_to_Wrist=58.0
MEASURE Shoulder_Length=9.4
MEASURE SideNeck_to_Bust=29.3
MEASURE NeckSide_to_Wrist=67.3
MEASURE NECK_Height=142.2
MEASURE Thigh_Circ=56.4
MEASURE Across_Front=29.0
MEASURE Shoulder_to_floor_Right=138.0
MEASURE Shoulder_to_floor_Left=138.2
MEASURE TopHip_Circ=97.9
MEASURE TrouserWaist_Height_Front=94.2
MEASURE Bust_Height=117.5
MEASURE Torso_Height=68.8
MEASURE Istumakorkeus=27.5
MEASURE NaturalWAIST_Circ=88.8
MEASURE NaturalWaist_Height=101.0
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=65.7
MEASURE Shoulder_Width_ThruTheBody=29.2
MEASURE Overarm_Width_ThruTheBody=41.1
MEASURE Hip_2_Width_ThruTheBody=39.3
MEASURE Hip_2_Circ=100.4
MEASURE Hip_2_Height=75.5
