OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.3
MEASURE Outseam=95.7
MEASURE Inseam=75.9
MEASURE CROTCH_Height=74.3
MEASURE TrouserWAIST_Circ=90.6
MEASURE HIP_Circ=99.6
MEASURE Knee_Height=28.5
MEASURE Calf_Height=42.2
MEASURE Waist_Height_Back_EZ=97.7
MEASURE TrouserWaist_Height_Back=97.3
MEASURE CrotchLength_Back=33.1
MEASURE CrotchLength_Front=25.7
MEASURE Ankle_Circ=23.80
MEASURE Head_Top_Height=152.2
MEASURE Hip_Height=83.8
MEASURE NeckBase_Circ=34.1
MEASURE Bust_to_Bust=19.8
MEASURE Underbust_Circ=79.5
MEASURE BUST_Circ=93.6
MEASURE Across_Back=37.9
MEASURE Shoulder_to_Shoulder=41.5
MEASURE Neck_Circ=31.5
MEASURE Knee_Circ=36.0
MEASURE Calf_Circ=36.4
MEASURE Bicep_Circ=27.6
MEASURE Elbow_Circ=23.0
MEASURE Wrist_Circ=15.9
MEASURE Shoulder_to_Wrist=56.1
MEASURE Shoulder_Length=12.4
MEASURE SideNeck_to_Bust=26.3
MEASURE NeckSide_to_Wrist=68.5
MEASURE NECK_Height=141.3
MEASURE Thigh_Circ=55.4
MEASURE Across_Front=35.4
MEASURE Shoulder_to_floor_Right=135.1
MEASURE Shoulder_to_floor_Left=135.3
MEASURE TopHip_Circ=94.1
MEASURE TrouserWaist_Height_Front=92.9
MEASURE Bust_Height=118.8
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=83.2
MEASURE NaturalWaist_Height=101.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=66.8
MEASURE Shoulder_Width_ThruTheBody=34.7
MEASURE Overarm_Width_ThruTheBody=41.6
MEASURE Hip_2_Width_ThruTheBody=39.7
MEASURE Hip_2_Circ=101.3
MEASURE Hip_2_Height=74.8
