OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.5
MEASURE Outseam=95.2
MEASURE Inseam=73.1
MEASURE CROTCH_Height=72.2
MEASURE TrouserWAIST_Circ=71.8
MEASURE HIP_Circ=90.0
MEASURE Knee_Height=30.0
MEASURE Calf_Height=42.7
MEASURE Waist_Height_Back_EZ=97.4
MEASURE TrouserWaist_Height_Back=96.7
MEASURE CrotchLength_Back=33.7
MEASURE CrotchLength_Front=27.4
MEASURE Ankle_Circ=21.62
MEASURE Head_Top_Height=138.9
MEASURE Hip_Height=79.2
MEASURE NeckBase_Circ=33.6
MEASURE Bust_to_Bust=15.9
MEASURE Underbust_Circ=70.8
MEASURE BUST_Circ=87.0
MEASURE Across_Back=33.4
MEASURE Shoulder_to_Shoulder=37.0
MEASURE Neck_Circ=30.7
MEASURE Knee_Circ=35.1
MEASURE Calf_Circ=31.8
MEASURE Bicep_Circ=24.9
MEASURE Elbow_Circ=21.6
MEASURE Wrist_Circ=12.4
MEASURE Shoulder_to_Wrist=51.3
MEASURE Shoulder_Length=11.1
MEASURE SideNeck_to_Bust=23.7
MEASURE NeckSide_to_Wrist=62.3
MEASURE NECK_Height=133.7
MEASURE Thigh_Circ=50.1
MEASURE Across_Front=33.7
MEASURE Shoulder_to_floor_Right=127.7
MEASURE Shoulder_to_floor_Left=127.7
MEASURE TopHip_Circ=80.8
MEASURE TrouserWaist_Height_Front=92.4
MEASURE Bust_Height=113.7
MEASURE Torso_Height=61.5
MEASURE Istumakorkeus=24.6
MEASURE NaturalWAIST_Circ=67.3
MEASURE NaturalWaist_Height=96.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.6
MEASURE Shoulder_Width_ThruTheBody=31.8
MEASURE Overarm_Width_ThruTheBody=37.5
MEASURE Hip_2_Width_ThruTheBody=35.4
MEASURE Hip_2_Circ=92.9
MEASURE Hip_2_Height=72.7
