OPTION UNITS=cm
MEASURE Seat_Back_Angle=21.9
MEASURE Outseam=97.6
MEASURE Inseam=76.0
MEASURE CROTCH_Height=74.7
MEASURE TrouserWAIST_Circ=93.5
MEASURE HIP_Circ=105.8
MEASURE Knee_Height=30.5
MEASURE Calf_Height=43.8
MEASURE Waist_Height_Back_EZ=100.2
MEASURE TrouserWaist_Height_Back=100.0
MEASURE CrotchLength_Back=36.3
MEASURE CrotchLength_Front=25.0
MEASURE Ankle_Circ=24.54
MEASURE Head_Top_Height=158.5
MEASURE Hip_Height=83.2
MEASURE NeckBase_Circ=34.1
MEASURE Bust_to_Bust=18.2
MEASURE Underbust_Circ=82.3
MEASURE BUST_Circ=99.8
MEASURE Across_Back=35.1
MEASURE Shoulder_to_Shoulder=37.2
MEASURE Neck_Circ=31.4
MEASURE Knee_Circ=39.8
MEASURE Calf_Circ=37.9
MEASURE Bicep_Circ=30.1
MEASURE Elbow_Circ=24.5
MEASURE Wrist_Circ=15.2
MEASURE Shoulder_to_Wrist=53.8
MEASURE Shoulder_Length=12.0
MEASURE SideNeck_to_Bust=25.4
MEASURE NeckSide_to_Wrist=65.8
MEASURE NECK_Height=141.0
MEASURE Thigh_Circ=63.5
MEASURE Across_Front=37.7
MEASURE Shoulder_to_floor_Right=136.0
MEASURE Shoulder_to_floor_Left=136.2
MEASURE TopHip_Circ=94.3
MEASURE TrouserWaist_Height_Front=94.8
MEASURE Bust_Height=121.2
MEASURE Torso_Height=66.3
MEASURE Istumakorkeus=26.5
MEASURE NaturalWAIST_Circ=88.1
MEASURE NaturalWaist_Height=101.2
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=67.1
MEASURE Shoulder_Width_ThruTheBody=33.2
MEASURE Overarm_Width_ThruTheBody=37.2
MEASURE Hip_2_Width_ThruTheBody=41.6
MEASURE Hip_2_Circ=107.5
MEASURE Hip_2_Height=75.2
