OPTION UNITS=cm
MEASURE Seat_Back_Angle=13.0
MEASURE Outseam=101.0
MEASURE Inseam=78.9
MEASURE CROTCH_Height=78.0
MEASURE TrouserWAIST_Circ=86.4
MEASURE HIP_Circ=97.3
MEASURE Knee_Height=29.5
MEASURE Calf_Height=44.0
MEASURE Waist_Height_Back_EZ=102.1
MEASURE TrouserWaist_Height_Back=101.8
MEASURE CrotchLength_Back=32.1
MEASURE CrotchLength_Front=26.6
MEASURE Ankle_Circ=26.23
MEASURE Head_Top_Height=166.2
MEASURE Hip_Height=86.0
MEASURE NeckBase_Circ=34.2
MEASURE Bust_to_Bust=20.9
MEASURE Underbust_Circ=76.8
MEASURE BUST_Circ=96.3
MEASURE Across_Back=36.8
MEASURE Shoulder_to_Shoulder=40.1
MEASURE Neck_Circ=31.1
MEASURE Knee_Circ=37.4
MEASURE Calf_Circ=35.8
MEASURE Bicep_Circ=28.7
MEASURE Elbow_Circ=23.7
MEASURE Wrist_Circ=16.1
MEASURE Shoulder_to_Wrist=60.1
MEASURE Shoulder_Length=12.2
MEASURE SideNeck_to_Bust=29.4
MEASURE NeckSide_to_Wrist=72.3
MEASURE NECK_Height=148.8
MEASURE Thigh_Circ=52.9
MEASURE Across_Front=38.5
MEASURE Shoulder_to_floor_Right=141.8
MEASURE Shoulder_to_floor_Left=142.5
MEASURE TopHip_Circ=92.4
MEASURE TrouserWaist_Height_Front=98.5
MEASURE Bust_Height=124.0
MEASURE Torso_Height=70.8
MEASURE Istumakorkeus=28.3
MEASURE NaturalWAIST_Circ=70.9
MEASURE NaturalWaist_Height=106.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=70.4
MEASURE Shoulder_Width_ThruTheBody=34.4
MEASURE Overarm_Width_ThruTheBody=44.1
MEASURE Hip_2_Width_ThruTheBody=39.5
MEASURE Hip_2_Circ=99.8
MEASURE Hip_2_Height=78.0
