OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.2
MEASURE Outseam=95.6
MEASURE Inseam=73.3
MEASURE CROTCH_Height=71.9
MEASURE TrouserWAIST_Circ=98.6
MEASURE HIP_Circ=105.2
MEASURE Knee_Height=27.5
MEASURE Calf_Height=40.8
MEASURE Waist_Height_Back_EZ=97.8
MEASURE TrouserWaist_Height_Back=96.9
MEASURE CrotchLength_Back=33.9
MEASURE CrotchLength_Front=30.3
MEASURE Ankle_Circ=25.34
MEASURE Head_Top_Height=157.3
MEASURE Hip_Height=83.4
MEASURE NeckBase_Circ=36.1
MEASURE Bust_to_Bust=22.5
MEASURE Underbust_Circ=87.0
MEASURE BUST_Circ=105.1
MEASURE Across_Back=38.0
MEASURE Shoulder_to_Shoulder=42.9
MEASURE Neck_Circ=34.9
MEASURE Knee_Circ=37.9
MEASURE Calf_Circ=36.4
MEASURE Bicep_Circ=31.1
MEASURE Elbow_Circ=24.1
MEASURE Wrist_Circ=15.3
MEASURE Shoulder_to_Wrist=55.7
MEASURE Shoulder_Length=13.3
MEASURE SideNeck_to_Bust=25.1
MEASURE NeckSide_to_Wrist=68.9
MEASURE NECK_Height=140.7
MEASURE Thigh_Circ=61.2
MEASURE Across_Front=40.9
MEASURE Shoulder_to_floor_Right=134.4
MEASURE Shoulder_to_floor_Left=134.9
MEASURE TopHip_Circ=103.1
MEASURE TrouserWaist_Height_Front=92.8
MEASURE Bust_Height=119.4
MEASURE Torso_Height=68.8
MEASURE Istumakorkeus=27.5
MEASURE NaturalWAIST_Circ=91.2
MEASURE NaturalWaist_Height=99.4
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.4
MEASURE Shoulder_Width_ThruTheBody=36.6
MEASURE Overarm_Width_ThruTheBody=44.4
MEASURE Hip_2_Width_ThruTheBody=41.3
MEASURE Hip_2_Circ=106.0
MEASURE Hip_2_Height=72.9
