OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.6
MEASURE Outseam=90.8
MEASURE Inseam=72.7
MEASURE CROTCH_Height=71.4
MEASURE TrouserWAIST_Circ=77.0
MEASURE HIP_Circ=82.0
MEASURE Knee_Height=28.0
MEASURE Calf_Height=41.0
MEASURE Waist_Height_Back_EZ=92.9
MEASURE TrouserWaist_Height_Back=92.5
MEASURE CrotchLength_Back=29.0
MEASURE CrotchLength_Front=23.3
MEASURE Ankle_Circ=21.67
MEASURE Head_Top_Height=143.6
MEASURE Hip_Height=79.9
MEASURE NeckBase_Circ=32.1
MEASURE Bust_to_Bust=18.2
MEASURE Underbust_Circ=69.9
MEASURE BUST_Circ=84.1
MEASURE Across_Back=30.8
MEASURE Shoulder_to_Shoulder=34.1
MEASURE Neck_Circ=29.0
MEASURE Knee_Circ=32.3
MEASURE Calf_Circ=31.3
MEASURE Bicep_Circ=23.8
MEASURE Elbow_Circ=20.7
MEASURE Wrist_Circ=14.0
MEASURE Shoulder_to_Wrist=50.1
MEASURE Shoulder_Length=10.8
MEASURE SideNeck_to_Bust=21.2
MEASURE NeckSide_to_Wrist=60.9
MEASURE NECK_Height=129.9
MEASURE Thigh_Circ=47.0
MEASURE Across_Front=33.0
MEASURE Shoulder_to_floor_Right=125.7
MEASURE Shoulder_to_floor_Left=125.4
MEASURE TopHip_Circ=79.2
MEASURE TrouserWaist_Height_Front=88.2
MEASURE Bust_Height=111.9
MEASURE Torso_Height=58.5
MEASURE Istumakorkeus=23.4
MEASURE NaturalWAIST_Circ=71.0
MEASURE NaturalWaist_Height=94.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.5
MEASURE Shoulder_Width_ThruTheBody=30.6
MEASURE Overarm_Width_ThruTheBody=37.2
MEASURE Hip_2_Width_ThruTheBody=31.8
MEASURE Hip_2_Circ=82.6
MEASURE Hip_2_Height=71.4
