OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.1
MEASURE Outseam=86.7
MEASURE Inseam=70.8
MEASURE CROTCH_Height=69.3
MEASURE TrouserWAIST_Circ=83.1
MEASURE HIP_Circ=93.1
MEASURE Knee_Height=27.0
MEASURE Calf_Height=39.7
MEASURE Waist_Height_Back_EZ=89.1
MEASURE TrouserWaist_Height_Back=88.8
MEASURE CrotchLength_Back=31.2
MEASURE CrotchLength_Front=18.2
MEASURE Ankle_Circ=22.43
MEASURE Head_Top_Height=153.4
MEASURE Hip_Height=78.8
MEASURE NeckBase_Circ=33.7
MEASURE Bust_to_Bust=18.7
MEASURE Underbust_Circ=81.1
MEASURE BUST_Circ=91.6
MEASURE Across_Back=32.5
MEASURE Shoulder_to_Shoulder=37.7
MEASURE Neck_Circ=30.8
MEASURE Knee_Circ=36.5
MEASURE Calf_Circ=35.3
MEASURE Bicep_Circ=31.1
MEASURE Elbow_Circ=24.4
MEASURE Wrist_Circ=14.5
MEASURE Shoulder_to_Wrist=49.1
MEASURE Shoulder_Length=12.1
MEASURE SideNeck_to_Bust=27.9
MEASURE NeckSide_to_Wrist=61.2
MEASURE NECK_Height=133.1
MEASURE Thigh_Circ=56.7
MEASURE Across_Front=35.6
MEASURE Shoulder_to_floor_Right=125.8
MEASURE Shoulder_to_floor_Left=127.3
MEASURE TopHip_Circ=83.8
MEASURE TrouserWaist_Height_Front=84.4
MEASURE Bust_Height=109.3
MEASURE Torso_Height=63.8
MEASURE Istumakorkeus=25.5
MEASURE NaturalWAIST_Circ=75.7
MEASURE NaturalWaist_Height=94.8
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=61.6
MEASURE Shoulder_Width_ThruTheBody=33.0
MEASURE Overarm_Width_ThruTheBody=37.4
MEASURE Hip_2_Width_ThruTheBody=36.9
MEASURE Hip_2_Circ=97.2
MEASURE Hip_2_Height=69.3
