OPTION UNITS=cm
MEASURE Seat_Back_Angle=20.2
MEASURE Outseam=93.4
MEASURE Inseam=72.5
MEASURE CROTCH_Height=71.3
MEASURE TrouserWAIST_Circ=77.9
MEASURE HIP_Circ=95.4
MEASURE Knee_Height=28.0
MEASURE Calf_Height=41.0
MEASURE Waist_Height_Back_EZ=95.1
MEASURE TrouserWaist_Height_Back=94.9
MEASURE CrotchLength_Back=31.6
MEASURE CrotchLength_Front=24.8
MEASURE Ankle_Circ=22.98
MEASURE Head_Top_Height=153.7
MEASURE Hip_Height=79.3
MEASURE NeckBase_Circ=34.5
MEASURE Bust_to_Bust=17.3
MEASURE Underbust_Circ=76.4
MEASURE BUST_Circ=93.2
MEASURE Across_Back=30.2
MEASURE Shoulder_to_Shoulder=36.0
MEASURE Neck_Circ=32.0
MEASURE Knee_Circ=34.9
MEASURE Calf_Circ=33.6
MEASURE Bicep_Circ=27.3
MEASURE Elbow_Circ=22.9
MEASURE Wrist_Circ=15.0
MEASURE Shoulder_to_Wrist=51.8
MEASURE Shoulder_Length=11.7
MEASURE SideNeck_to_Bust=24.9
MEASURE NeckSide_to_Wrist=63.5
MEASURE NECK_Height=135.8
MEASURE Thigh_Circ=54.1
MEASURE Across_Front=42.9
MEASURE Shoulder_to_floor_Right=129.6
MEASURE Shoulder_to_floor_Left=129.3
MEASURE TopHip_Circ=85.6
MEASURE TrouserWaist_Height_Front=90.3
MEASURE Bust_Height=116.3
MEASURE Torso_Height=64.5
MEASURE Istumakorkeus=25.8
MEASURE NaturalWAIST_Circ=74.5
MEASURE NaturalWaist_Height=97.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.0
MEASURE Shoulder_Width_ThruTheBody=32.2
MEASURE Overarm_Width_ThruTheBody=38.7
MEASURE Hip_2_Width_ThruTheBody=38.5
MEASURE Hip_2_Circ=98.2
MEASURE Hip_2_Height=71.3
