OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.6
MEASURE Outseam=99.8
MEASURE Inseam=80.9
MEASURE CROTCH_Height=79.9
MEASURE TrouserWAIST_Circ=89.9
MEASURE HIP_Circ=106.0
MEASURE Knee_Height=31.0
MEASURE Calf_Height=45.7
MEASURE Waist_Height_Back_EZ=101.1
MEASURE TrouserWaist_Height_Back=101.1
MEASURE CrotchLength_Back=28.9
MEASURE CrotchLength_Front=24.7
MEASURE Ankle_Circ=24.80
MEASURE Head_Top_Height=161.3
MEASURE Hip_Height=87.9
MEASURE NeckBase_Circ=35.6
MEASURE Bust_to_Bust=19.3
MEASURE Underbust_Circ=83.1
MEASURE BUST_Circ=94.7
MEASURE Across_Back=35.9
MEASURE Shoulder_to_Shoulder=43.0
MEASURE Neck_Circ=33.2
MEASURE Knee_Circ=38.3
MEASURE Calf_Circ=36.8
MEASURE Bicep_Circ=31.9
MEASURE Elbow_Circ=24.6
MEASURE Wrist_Circ=15.8
MEASURE Shoulder_to_Wrist=58.7
MEASURE Shoulder_Length=14.0
MEASURE SideNeck_to_Bust=29.1
MEASURE NeckSide_to_Wrist=72.7
MEASURE NECK_Height=144.7
MEASURE Thigh_Circ=63.1
MEASURE Across_Front=39.8
MEASURE Shoulder_to_floor_Right=137.4
MEASURE Shoulder_to_floor_Left=138.2
MEASURE TopHip_Circ=94.2
MEASURE TrouserWaist_Height_Front=96.5
MEASURE Bust_Height=120.4
MEASURE Torso_Height=64.8
MEASURE Istumakorkeus=25.9
MEASURE NaturalWAIST_Circ=82.9
MEASURE NaturalWaist_Height=105.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=73.0
MEASURE Shoulder_Width_ThruTheBody=36.5
MEASURE Overarm_Width_ThruTheBody=43.8
MEASURE Hip_2_Width_ThruTheBody=42.6
MEASURE Hip_2_Circ=110.1
MEASURE Hip_2_Height=80.4
