OPTION UNITS=cm
MEASURE Seat_Back_Angle=15.6
MEASURE Outseam=101.6
MEASURE Inseam=78.8
MEASURE CROTCH_Height=78.0
MEASURE TrouserWAIST_Circ=80.6
MEASURE HIP_Circ=94.2
MEASURE Knee_Height=30.0
MEASURE Calf_Height=44.4
MEASURE Waist_Height_Back_EZ=103.0
MEASURE TrouserWaist_Height_Back=102.8
MEASURE CrotchLength_Back=33.7
MEASURE CrotchLength_Front=27.2
MEASURE Ankle_Circ=24.58
MEASURE Head_Top_Height=162.5
MEASURE Hip_Height=86.0
MEASURE NeckBase_Circ=35.4
MEASURE Bust_to_Bust=16.7
MEASURE Underbust_Circ=74.2
MEASURE BUST_Circ=84.9
MEASURE Across_Back=32.7
MEASURE Shoulder_to_Shoulder=36.3
MEASURE Neck_Circ=31.4
MEASURE Knee_Circ=36.4
MEASURE Calf_Circ=37.0
MEASURE Bicep_Circ=26.6
MEASURE Elbow_Circ=23.2
MEASURE Wrist_Circ=15.1
MEASURE Shoulder_to_Wrist=59.1
MEASURE Shoulder_Length=10.7
MEASURE SideNeck_to_Bust=24.3
MEASURE NeckSide_to_Wrist=69.8
MEASURE NECK_Height=144.0
MEASURE Thigh_Circ=53.8
MEASURE Across_Front=33.2
MEASURE Shoulder_to_floor_Right=138.5
MEASURE Shoulder_to_floor_Left=139.0
MEASURE TopHip_Circ=85.9
MEASURE TrouserWaist_Height_Front=99.0
MEASURE Bust_Height=121.5
MEASURE Torso_Height=66.0
MEASURE Istumakorkeus=26.4
MEASURE NaturalWAIST_Circ=74.0
MEASURE NaturalWaist_Height=104.4
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=69.6
MEASURE Shoulder_Width_ThruTheBody=32.6
MEASURE Overarm_Width_ThruTheBody=38.3
MEASURE Hip_2_Width_ThruTheBody=38.8
MEASURE Hip_2_Circ=97.7
MEASURE Hip_2_Height=79.0
