OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.0
MEASURE Outseam=92.4
MEASURE Inseam=71.8
MEASURE CROTCH_Height=70.6
MEASURE TrouserWAIST_Circ=83.3
MEASURE HIP_Circ=94.6
MEASURE Knee_Height=26.5
MEASURE Calf_Height=39.7
MEASURE Waist_Height_Back_EZ=95.1
MEASURE TrouserWaist_Height_Back=93.9
MEASURE CrotchLength_Back=31.0
MEASURE CrotchLength_Front=26.5
MEASURE Ankle_Circ=24.34
MEASURE Head_Top_Height=158.4
MEASURE Hip_Height=79.1
MEASURE NeckBase_Circ=34.5
MEASURE Bust_to_Bust=16.2
MEASURE Underbust_Circ=77.6
MEASURE BUST_Circ=92.0
MEASURE Across_Back=33.5
MEASURE Shoulder_to_Shoulder=33.0
MEASURE Neck_Circ=32.5
MEASURE Knee_Circ=35.7
MEASURE Calf_Circ=34.0
MEASURE Bicep_Circ=28.9
MEASURE Elbow_Circ=23.0
MEASURE Wrist_Circ=13.8
MEASURE Shoulder_to_Wrist=55.5
MEASURE Shoulder_Length=10.2
MEASURE SideNeck_to_Bust=26.2
MEASURE NeckSide_to_Wrist=65.7
MEASURE NECK_Height=138.1
MEASURE Thigh_Circ=52.9
MEASURE Across_Front=28.8
MEASURE Shoulder_to_floor_Right=132.6
MEASURE Shoulder_to_floor_Left=133.3
MEASURE TopHip_Circ=88.0
MEASURE TrouserWaist_Height_Front=89.6
MEASURE Bust_Height=117.6
MEASURE Torso_Height=67.5
MEASURE Istumakorkeus=27.0
MEASURE NaturalWAIST_Circ=75.4
MEASURE NaturalWaist_Height=97.6
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.6
MEASURE Shoulder_Width_ThruTheBody=27.7
MEASURE Overarm_Width_ThruTheBody=36.5
MEASURE Hip_2_Width_ThruTheBody=36.8
MEASURE Hip_2_Circ=95.1
MEASURE Hip_2_Height=70.6
