OPTION UNITS=cm
MEASURE Seat_Back_Angle=20.2
MEASURE Outseam=101.4
MEASURE Inseam=79.1
MEASURE CROTCH_Height=76.8
MEASURE TrouserWAIST_Circ=87.3
MEASURE HIP_Circ=101.9
MEASURE Knee_Height=31.0
MEASURE Calf_Height=44.7
MEASURE Waist_Height_Back_EZ=103.3
MEASURE TrouserWaist_Height_Back=102.5
MEASURE CrotchLength_Back=34.2
MEASURE CrotchLength_Front=30.3
MEASURE Ankle_Circ=24.95
MEASURE Head_Top_Height=165.3
MEASURE Hip_Height=83.3
MEASURE NeckBase_Circ=36.2
MEASURE Bust_to_Bust=18.5
MEASURE Underbust_Circ=82.1
MEASURE BUST_Circ=91.3
MEASURE Across_Back=32.2
MEASURE Shoulder_to_Shoulder=39.0
MEASURE Neck_Circ=32.9
MEASURE Knee_Circ=37.6
MEASURE Calf_Circ=37.4
MEASURE Bicep_Circ=29.7
MEASURE Elbow_Circ=24.1
MEASURE Wrist_Circ=15.0
MEASURE Shoulder_to_Wrist=54.5
MEASURE Shoulder_Length=13.0
MEASURE SideNeck_to_Bust=25.9
MEASURE NeckSide_to_Wrist=67.5
MEASURE NECK_Height=145.8
MEASURE Thigh_Circ=60.1
MEASURE Across_Front=36.5
MEASURE Shoulder_to_floor_Right=140.3
MEASURE Shoulder_to_floor_Left=140.5
MEASURE TopHip_Circ=94.4
MEASURE TrouserWaist_Height_Front=98.4
MEASURE Bust_Height=124.3
MEASURE Torso_Height=69.0
MEASURE Istumakorkeus=27.6
MEASURE NaturalWAIST_Circ=81.3
MEASURE NaturalWaist_Height=104.4
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.8
MEASURE Shoulder_Width_ThruTheBody=34.8
MEASURE Overarm_Width_ThruTheBody=40.2
MEASURE Hip_2_Width_ThruTheBody=40.9
MEASURE Hip_2_Circ=106.3
MEASURE Hip_2_Height=76.8
