OPTION UNITS=cm
MEASURE Seat_Back_Angle=20.1
MEASURE Outseam=95.6
MEASURE Inseam=72.8
MEASURE CROTCH_Height=71.3
MEASURE TrouserWAIST_Circ=87.0
MEASURE HIP_Circ=98.2
MEASURE Knee_Height=29.0
MEASURE Calf_Height=41.7
MEASURE Waist_Height_Back_EZ=97.8
MEASURE TrouserWaist_Height_Back=97.4
MEASURE CrotchLength_Back=34.3
MEASURE CrotchLength_Front=29.2
MEASURE Ankle_Circ=30.93
MEASURE Head_Top_Height=155.4
MEASURE Hip_Height=79.8
MEASURE NeckBase_Circ=36.1
MEASURE Bust_to_Bust=20.7
MEASURE Underbust_Circ=86.9
MEASURE BUST_Circ=101.6
MEASURE Across_Back=35.0
MEASURE Shoulder_to_Shoulder=35.6
MEASURE Neck_Circ=34.0
MEASURE Knee_Circ=36.3
MEASURE Calf_Circ=33.8
MEASURE Bicep_Circ=31.9
MEASURE Elbow_Circ=23.6
MEASURE Wrist_Circ=14.9
MEASURE Shoulder_to_Wrist=54.5
MEASURE Shoulder_Length=10.9
MEASURE SideNeck_to_Bust=26.6
MEASURE NeckSide_to_Wrist=65.4
MEASURE NECK_Height=135.8
MEASURE Thigh_Circ=57.8
MEASURE Across_Front=32.3
MEASURE Shoulder_to_floor_Right=131.8
MEASURE Shoulder_to_floor_Left=130.8
MEASURE TopHip_Circ=93.1
MEASURE TrouserWaist_Height_Front=92.8
MEASURE Bust_Height=114.8
MEASURE Torso_Height=64.5
MEASURE Istumakorkeus=25.8
MEASURE NaturalWAIST_Circ=84.3
MEASURE NaturalWaist_Height=97.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=64.5
MEASURE Shoulder_Width_ThruTheBody=31.2
MEASURE Overarm_Width_ThruTheBody=40.2
MEASURE Hip_2_Width_ThruTheBody=38.7
MEASURE Hip_2_Circ=98.6
MEASURE Hip_2_Height=72.3
