OPTION UNITS=cm
MEASURE Seat_Back_Angle=18.4
MEASURE Outseam=99.4
MEASURE Inseam=78.1
MEASURE CROTCH_Height=77.0
MEASURE TrouserWAIST_Circ=84.1
MEASURE HIP_Circ=96.1
MEASURE Knee_Height=31.0
MEASURE Calf_Height=44.8
MEASURE Waist_Height_Back_EZ=101.2
MEASURE TrouserWaist_Height_Back=100.7
MEASURE CrotchLength_Back=31.8
MEASURE CrotchLength_Front=26.2
MEASURE Ankle_Circ=25.28
MEASURE Head_Top_Height=160.8
MEASURE Hip_Height=83.5
MEASURE NeckBase_Circ=38.6
MEASURE Bust_to_Bust=14.2
MEASURE Underbust_Circ=78.3
MEASURE BUST_Circ=87.1
MEASURE Across_Back=35.4
MEASURE Shoulder_to_Shoulder=40.6
MEASURE Neck_Circ=34.2
MEASURE Knee_Circ=38.0
MEASURE Calf_Circ=35.3
MEASURE Bicep_Circ=29.2
MEASURE Elbow_Circ=25.0
MEASURE Wrist_Circ=14.9
MEASURE Shoulder_to_Wrist=56.5
MEASURE Shoulder_Length=12.8
MEASURE SideNeck_to_Bust=26.4
MEASURE NeckSide_to_Wrist=69.4
MEASURE NECK_Height=143.7
MEASURE Thigh_Circ=54.4
MEASURE Across_Front=35.1
MEASURE Shoulder_to_floor_Right=138.0
MEASURE Shoulder_to_floor_Left=137.0
MEASURE TopHip_Circ=88.8
MEASURE TrouserWaist_Height_Front=96.9
MEASURE Bust_Height=121.0
MEASURE Torso_Height=66.8
MEASURE Istumakorkeus=26.7
MEASURE NaturalWAIST_Circ=75.5
MEASURE NaturalWaist_Height=103.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=69.0
MEASURE Shoulder_Width_ThruTheBody=34.6
MEASURE Overarm_Width_ThruTheBody=41.2
MEASURE Hip_2_Width_ThruTheBody=38.7
MEASURE Hip_2_Circ=99.6
MEASURE Hip_2_Height=77.5
