OPTION UNITS=cm
MEASURE Seat_Back_Angle=25.9
MEASURE Outseam=97.2
MEASURE Inseam=78.2
MEASURE CROTCH_Height=76.7
MEASURE TrouserWAIST_Circ=85.0
MEASURE HIP_Circ=100.5
MEASURE Knee_Height=29.0
MEASURE Calf_Height=43.3
MEASURE Waist_Height_Back_EZ=99.4
MEASURE TrouserWaist_Height_Back=99.3
MEASURE CrotchLength_Back=31.6
MEASURE CrotchLength_Front=23.5
MEASURE Ankle_Circ=22.93
MEASURE Head_Top_Height=169.0
MEASURE Hip_Height=87.2
MEASURE NeckBase_Circ=34.1
MEASURE Bust_to_Bust=19.2
MEASURE Underbust_Circ=81.1
MEASURE BUST_Circ=93.0
MEASURE Across_Back=35.8
MEASURE Shoulder_to_Shoulder=37.4
MEASURE Neck_Circ=32.5
MEASURE Knee_Circ=38.6
MEASURE Calf_Circ=38.4
MEASURE Bicep_Circ=29.1
MEASURE Elbow_Circ=24.4
MEASURE Wrist_Circ=15.1
MEASURE Shoulder_to_Wrist=57.0
MEASURE Shoulder_Length=12.3
MEASURE SideNeck_to_Bust=30.0
MEASURE NeckSide_to_Wrist=69.3
MEASURE NECK_Height=149.4
MEASURE Thigh_Circ=61.3
MEASURE Across_Front=35.7
MEASURE Shoulder_to_floor_Right=144.9
MEASURE Shoulder_to_floor_Left=143.9
MEASURE TopHip_Circ=90.6
MEASURE TrouserWaist_Height_Front=94.8
MEASURE Bust_Height=124.7
MEASURE Torso_Height=72.8
MEASURE Istumakorkeus=29.1
MEASURE NaturalWAIST_Circ=77.0
MEASURE NaturalWaist_Height=105.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.3
MEASURE Shoulder_Width_ThruTheBody=33.5
MEASURE Overarm_Width_ThruTheBody=39.5
MEASURE Hip_2_Width_ThruTheBody=41.4
MEASURE Hip_2_Circ=106.6
MEASURE Hip_2_Height=77.2
