OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.2
MEASURE Outseam=95.1
MEASURE Inseam=75.4
MEASURE CROTCH_Height=74.0
MEASURE TrouserWAIST_Circ=72.9
MEASURE HIP_Circ=91.2
MEASURE Knee_Height=30.0
MEASURE Calf_Height=43.2
MEASURE Waist_Height_Back_EZ=96.4
MEASURE TrouserWaist_Height_Back=96.0
MEASURE CrotchLength_Back=30.8
MEASURE CrotchLength_Front=24.0
MEASURE Ankle_Circ=22.27
MEASURE Head_Top_Height=157.9
MEASURE Hip_Height=80.5
MEASURE NeckBase_Circ=29.8
MEASURE Bust_to_Bust=15.3
MEASURE Underbust_Circ=77.6
MEASURE BUST_Circ=89.4
MEASURE Across_Back=29.3
MEASURE Shoulder_to_Shoulder=35.4
MEASURE Neck_Circ=29.4
MEASURE Knee_Circ=34.9
MEASURE Calf_Circ=33.6
MEASURE Bicep_Circ=26.1
MEASURE Elbow_Circ=22.7
MEASURE Wrist_Circ=15.0
MEASURE Shoulder_to_Wrist=53.3
MEASURE Shoulder_Length=12.5
MEASURE SideNeck_to_Bust=25.9
MEASURE NeckSide_to_Wrist=65.8
MEASURE NECK_Height=139.0
MEASURE Thigh_Circ=51.0
MEASURE Across_Front=37.0
MEASURE Shoulder_to_floor_Right=133.8
MEASURE Shoulder_to_floor_Left=134.5
MEASURE TopHip_Circ=78.6
MEASURE TrouserWaist_Height_Front=91.8
MEASURE Bust_Height=120.0
MEASURE Torso_Height=65.0
MEASURE Istumakorkeus=26.0
MEASURE NaturalWAIST_Circ=67.4
MEASURE NaturalWaist_Height=100.0
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=65.9
MEASURE Shoulder_Width_ThruTheBody=31.5
MEASURE Overarm_Width_ThruTheBody=38.1
MEASURE Hip_2_Width_ThruTheBody=37.8
MEASURE Hip_2_Circ=94.9
MEASURE Hip_2_Height=74.5
