OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.2
MEASURE Outseam=96.8
MEASURE Inseam=77.6
MEASURE CROTCH_Height=76.8
MEASURE TrouserWAIST_Circ=82.1
MEASURE HIP_Circ=94.2
MEASURE Knee_Height=29.5
MEASURE Calf_Height=43.7
MEASURE Waist_Height_Back_EZ=98.7
MEASURE TrouserWaist_Height_Back=98.1
MEASURE CrotchLength_Back=29.0
MEASURE CrotchLength_Front=24.7
MEASURE Ankle_Circ=23.80
MEASURE Head_Top_Height=163.5
MEASURE Hip_Height=85.3
MEASURE NeckBase_Circ=37.4
MEASURE Bust_to_Bust=16.8
MEASURE Underbust_Circ=75.5
MEASURE BUST_Circ=95.9
MEASURE Across_Back=33.5
MEASURE Shoulder_to_Shoulder=40.7
MEASURE Neck_Circ=35.2
MEASURE Knee_Circ=35.3
MEASURE Calf_Circ=36.6
MEASURE Bicep_Circ=28.8
MEASURE Elbow_Circ=23.1
MEASURE Wrist_Circ=15.6
MEASURE Shoulder_to_Wrist=55.4
MEASURE Shoulder_Length=12.9
MEASURE SideNeck_to_Bust=26.0
MEASURE NeckSide_to_Wrist=68.3
MEASURE NECK_Height=142.5
MEASURE Thigh_Circ=54.6
MEASURE Across_Front=39.9
MEASURE Shoulder_to_floor_Right=133.8
MEASURE Shoulder_to_floor_Left=135.8
MEASURE TopHip_Circ=85.5
MEASURE TrouserWaist_Height_Front=94.0
MEASURE Bust_Height=121.3
MEASURE Torso_Height=65.8
MEASURE Istumakorkeus=26.3
MEASURE NaturalWAIST_Circ=75.3
MEASURE NaturalWaist_Height=103.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.7
MEASURE Shoulder_Width_ThruTheBody=34.8
MEASURE Overarm_Width_ThruTheBody=40.3
MEASURE Hip_2_Width_ThruTheBody=37.3
MEASURE Hip_2_Circ=97.5
MEASURE Hip_2_Height=76.8
