OPTION UNITS=cm
MEASURE Seat_Back_Angle=22.4
MEASURE Outseam=94.9
MEASURE Inseam=74.8
MEASURE CROTCH_Height=73.8
MEASURE TrouserWAIST_Circ=87.1
MEASURE HIP_Circ=99.1
MEASURE Knee_Height=29.0
MEASURE Calf_Height=42.4
MEASURE Waist_Height_Back_EZ=96.9
MEASURE TrouserWaist_Height_Back=97.1
MEASURE CrotchLength_Back=32.6
MEASURE CrotchLength_Front=25.1
MEASURE Ankle_Circ=31.88
MEASURE Head_Top_Height=146.7
MEASURE Hip_Height=83.3
MEASURE NeckBase_Circ=35.7
MEASURE Bust_to_Bust=19.5
MEASURE Underbust_Circ=80.7
MEASURE BUST_Circ=91.2
MEASURE Across_Back=35.3
MEASURE Shoulder_to_Shoulder=40.0
MEASURE Neck_Circ=32.4
MEASURE Knee_Circ=37.1
MEASURE Calf_Circ=36.4
MEASURE Bicep_Circ=28.6
MEASURE Elbow_Circ=22.1
MEASURE Wrist_Circ=14.6
MEASURE Shoulder_to_Wrist=54.7
MEASURE Shoulder_Length=12.6
MEASURE SideNeck_to_Bust=26.4
MEASURE NeckSide_to_Wrist=67.3
MEASURE NECK_Height=139.3
MEASURE Thigh_Circ=56.0
MEASURE Across_Front=36.0
MEASURE Shoulder_to_floor_Right=134.1
MEASURE Shoulder_to_floor_Left=133.1
MEASURE TopHip_Circ=88.4
MEASURE TrouserWaist_Height_Front=92.2
MEASURE Bust_Height=115.8
MEASURE Torso_Height=65.5
MEASURE Istumakorkeus=26.2
MEASURE NaturalWAIST_Circ=80.4
MEASURE NaturalWaist_Height=100.0
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=70.6
MEASURE Shoulder_Width_ThruTheBody=35.3
MEASURE Overarm_Width_ThruTheBody=40.4
MEASURE Hip_2_Width_ThruTheBody=38.3
MEASURE Hip_2_Circ=100.4
MEASURE Hip_2_Height=75.8
