OPTION UNITS=cm
MEASURE Seat_Back_Angle=23.7
MEASURE Outseam=99.6
MEASURE Inseam=78.6
MEASURE CROTCH_Height=76.4
MEASURE TrouserWAIST_Circ=91.7
MEASURE HIP_Circ=106.0
MEASURE Knee_Height=32.0
MEASURE Calf_Height=45.3
MEASURE Waist_Height_Back_EZ=101.4
MEASURE TrouserWaist_Height_Back=101.4
MEASURE CrotchLength_Back=34.4
MEASURE CrotchLength_Front=28.7
MEASURE Ankle_Circ=24.68
MEASURE Head_Top_Height=164.2
MEASURE Hip_Height=84.9
MEASURE NeckBase_Circ=36.4
MEASURE Bust_to_Bust=21.5
MEASURE Underbust_Circ=87.5
MEASURE BUST_Circ=105.9
MEASURE Across_Back=37.0
MEASURE Shoulder_to_Shoulder=44.1
MEASURE Neck_Circ=34.6
MEASURE Knee_Circ=39.9
MEASURE Calf_Circ=38.8
MEASURE Bicep_Circ=36.1
MEASURE Elbow_Circ=27.8
MEASURE Wrist_Circ=17.6
MEASURE Shoulder_to_Wrist=57.8
MEASURE Shoulder_Length=13.9
MEASURE SideNeck_to_Bust=26.6
MEASURE NeckSide_to_Wrist=71.7
MEASURE NECK_Height=146.1
MEASURE Thigh_Circ=65.9
MEASURE Across_Front=41.5
MEASURE Shoulder_to_floor_Right=139.1
MEASURE Shoulder_to_floor_Left=140.4
MEASURE TopHip_Circ=96.3
MEASURE TrouserWaist_Height_Front=96.5
MEASURE Bust_Height=125.4
MEASURE Torso_Height=69.8
MEASURE Istumakorkeus=27.9
MEASURE NaturalWAIST_Circ=85.5
MEASURE NaturalWaist_Height=104.3
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=67.9
MEASURE Shoulder_Width_ThruTheBody=37.6
MEASURE Overarm_Width_ThruTheBody=42.3
MEASURE Hip_2_Width_ThruTheBody=44.1
MEASURE Hip_2_Circ=114.1
MEASURE Hip_2_Height=76.4
