OPTION UNITS=cm
MEASURE Seat_Back_Angle=21.4
MEASURE Outseam=96.1
MEASURE Inseam=74.4
MEASURE CROTCH_Height=73.0
MEASURE TrouserWAIST_Circ=86.1
MEASURE HIP_Circ=100.5
MEASURE Knee_Height=28.0
MEASURE Calf_Height=41.5
MEASURE Waist_Height_Back_EZ=98.3
MEASURE TrouserWaist_Height_Back=97.2
MEASURE CrotchLength_Back=34.7
MEASURE CrotchLength_Front=28.2
MEASURE Ankle_Circ=32.91
MEASURE Head_Top_Height=161.9
MEASURE Hip_Height=81.5
MEASURE NeckBase_Circ=35.0
MEASURE Bust_to_Bust=19.8
MEASURE Underbust_Circ=79.2
MEASURE BUST_Circ=102.3
MEASURE Across_Back=37.2
MEASURE Shoulder_to_Shoulder=41.3
MEASURE Neck_Circ=32.0
MEASURE Knee_Circ=38.2
MEASURE Calf_Circ=36.9
MEASURE Bicep_Circ=31.5
MEASURE Elbow_Circ=24.6
MEASURE Wrist_Circ=15.4
MEASURE Shoulder_to_Wrist=55.2
MEASURE Shoulder_Length=12.9
MEASURE SideNeck_to_Bust=27.6
MEASURE NeckSide_to_Wrist=68.1
MEASURE NECK_Height=140.0
MEASURE Thigh_Circ=58.8
MEASURE Across_Front=42.2
MEASURE Shoulder_to_floor_Right=133.0
MEASURE Shoulder_to_floor_Left=133.0
MEASURE TopHip_Circ=93.3
MEASURE TrouserWaist_Height_Front=93.2
MEASURE Bust_Height=118.5
MEASURE Torso_Height=67.0
MEASURE Istumakorkeus=26.8
MEASURE NaturalWAIST_Circ=78.4
MEASURE NaturalWaist_Height=99.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=65.8
MEASURE Shoulder_Width_ThruTheBody=34.9
MEASURE Overarm_Width_ThruTheBody=43.4
MEASURE Hip_2_Width_ThruTheBody=40.4
MEASURE Hip_2_Circ=103.9
MEASURE Hip_2_Height=74.0
