OPTION UNITS=cm
MEASURE Seat_Back_Angle=17.1
MEASURE Outseam=109.1
MEASURE Inseam=85.5
MEASURE CROTCH_Height=84.5
MEASURE TrouserWAIST_Circ=86.7
MEASURE HIP_Circ=98.4
MEASURE Knee_Height=32.5
MEASURE Calf_Height=48.1
MEASURE Waist_Height_Back_EZ=110.6
MEASURE TrouserWaist_Height_Back=110.5
MEASURE CrotchLength_Back=32.4
MEASURE CrotchLength_Front=27.4
MEASURE Ankle_Circ=26.18
MEASURE Head_Top_Height=172.3
MEASURE Hip_Height=93.5
MEASURE NeckBase_Circ=34.7
MEASURE Bust_to_Bust=20.2
MEASURE Underbust_Circ=84.0
MEASURE BUST_Circ=96.1
MEASURE Across_Back=33.0
MEASURE Shoulder_to_Shoulder=41.5
MEASURE Neck_Circ=33.1
MEASURE Knee_Circ=37.9
MEASURE Calf_Circ=35.3
MEASURE Bicep_Circ=28.4
MEASURE Elbow_Circ=23.8
MEASURE Wrist_Circ=15.8
MEASURE Shoulder_to_Wrist=61.9
MEASURE Shoulder_Length=14.5
MEASURE SideNeck_to_Bust=30.1
MEASURE NeckSide_to_Wrist=76.4
MEASURE NECK_Height=155.0
MEASURE Thigh_Circ=53.6
MEASURE Across_Front=40.8
MEASURE Shoulder_to_floor_Right=148.2
MEASURE Shoulder_to_floor_Left=148.7
MEASURE TopHip_Circ=95.7
MEASURE TrouserWaist_Height_Front=106.1
MEASURE Bust_Height=130.5
MEASURE Torso_Height=70.5
MEASURE Istumakorkeus=28.2
MEASURE NaturalWAIST_Circ=81.0
MEASURE NaturalWaist_Height=112.7
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=75.9
MEASURE Shoulder_Width_ThruTheBody=36.9
MEASURE Overarm_Width_ThruTheBody=43.2
MEASURE Hip_2_Width_ThruTheBody=38.1
MEASURE Hip_2_Circ=99.0
MEASURE Hip_2_Height=88.0
