OPTION UNITS=cm
MEASURE Seat_Back_Angle=17.3
MEASURE Outseam=101.7
MEASURE Inseam=78.7
MEASURE CROTCH_Height=77.5
MEASURE TrouserWAIST_Circ=91.0
MEASURE HIP_Circ=100.3
MEASURE Knee_Height=29.0
MEASURE Calf_Height=43.5
MEASURE Waist_Height_Back_EZ=103.7
MEASURE TrouserWaist_Height_Back=102.9
MEASURE CrotchLength_Back=35.0
MEASURE CrotchLength_Front=28.0
MEASURE Ankle_Circ=25.34
MEASURE Head_Top_Height=166.3
MEASURE Hip_Height=86.5
MEASURE NeckBase_Circ=36.3
MEASURE Bust_to_Bust=16.7
MEASURE Underbust_Circ=80.5
MEASURE BUST_Circ=91.8
MEASURE Across_Back=36.2
MEASURE Shoulder_to_Shoulder=43.2
MEASURE Neck_Circ=34.1
MEASURE Knee_Circ=41.3
MEASURE Calf_Circ=39.4
MEASURE Bicep_Circ=30.2
MEASURE Elbow_Circ=24.2
MEASURE Wrist_Circ=15.9
MEASURE Shoulder_to_Wrist=57.1
MEASURE Shoulder_Length=13.7
MEASURE SideNeck_to_Bust=29.9
MEASURE NeckSide_to_Wrist=70.8
MEASURE NECK_Height=146.4
MEASURE Thigh_Circ=61.4
MEASURE Across_Front=37.5
MEASURE Shoulder_to_floor_Right=138.4
MEASURE Shoulder_to_floor_Left=138.7
MEASURE TopHip_Circ=94.7
MEASURE TrouserWaist_Height_Front=98.8
MEASURE Bust_Height=121.0
MEASURE Torso_Height=69.0
MEASURE Istumakorkeus=27.6
MEASURE NaturalWAIST_Circ=83.7
MEASURE NaturalWaist_Height=105.1
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=68.7
MEASURE Shoulder_Width_ThruTheBody=35.8
MEASURE Overarm_Width_ThruTheBody=43.3
MEASURE Hip_2_Width_ThruTheBody=41.5
MEASURE Hip_2_Circ=106.1
MEASURE Hip_2_Height=78.0
