OPTION UNITS=cm
MEASURE Seat_Back_Angle=21.0
MEASURE Outseam=90.1
MEASURE Inseam=73.8
MEASURE CROTCH_Height=72.7
MEASURE TrouserWAIST_Circ=93.9
MEASURE HIP_Circ=105.0
MEASURE Knee_Height=29.0
MEASURE Calf_Height=42.1
MEASURE Waist_Height_Back_EZ=91.8
MEASURE TrouserWaist_Height_Back=91.9
MEASURE CrotchLength_Back=27.9
MEASURE CrotchLength_Front=22.1
MEASURE Ankle_Circ=23.96
MEASURE Head_Top_Height=154.3
MEASURE Hip_Height=80.2
MEASURE NeckBase_Circ=36.7
MEASURE Bust_to_Bust=18.2
MEASURE Underbust_Circ=83.7
MEASURE BUST_Circ=97.8
MEASURE Across_Back=35.4
MEASURE Shoulder_to_Shoulder=40.2
MEASURE Neck_Circ=33.6
MEASURE Knee_Circ=39.3
MEASURE Calf_Circ=37.6
MEASURE Bicep_Circ=30.7
MEASURE Elbow_Circ=25.7
MEASURE Wrist_Circ=15.8
MEASURE Shoulder_to_Wrist=53.3
MEASURE Shoulder_Length=13.1
MEASURE SideNeck_to_Bust=28.7
MEASURE NeckSide_to_Wrist=66.4
MEASURE NECK_Height=137.2
MEASURE Thigh_Circ=61.1
MEASURE Across_Front=39.1
MEASURE Shoulder_to_floor_Right=129.9
MEASURE Shoulder_to_floor_Left=130.4
MEASURE TopHip_Circ=96.2
MEASURE TrouserWaist_Height_Front=86.8
MEASURE Bust_Height=114.2
MEASURE Torso_Height=64.5
MEASURE Istumakorkeus=25.8
MEASURE NaturalWAIST_Circ=86.4
MEASURE NaturalWaist_Height=98.5
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=65.0
MEASURE Shoulder_Width_ThruTheBody=35.5
MEASURE Overarm_Width_ThruTheBody=41.6
MEASURE Hip_2_Width_ThruTheBody=42.7
MEASURE Hip_2_Circ=107.9
MEASURE Hip_2_Height=73.2
