OPTION UNITS=cm
MEASURE Seat_Back_Angle=24.5
MEASURE Outseam=96.8
MEASURE Inseam=77.6
MEASURE CROTCH_Height=76.0
MEASURE TrouserWAIST_Circ=79.0
MEASURE HIP_Circ=92.4
MEASURE Knee_Height=31.5
MEASURE Calf_Height=44.9
MEASURE Waist_Height_Back_EZ=98.9
MEASURE TrouserWaist_Height_Back=98.3
MEASURE CrotchLength_Back=30.7
MEASURE CrotchLength_Front=24.2
MEASURE Ankle_Circ=20.84
MEASURE Head_Top_Height=157.6
MEASURE Hip_Height=84.0
MEASURE NeckBase_Circ=34.6
MEASURE Bust_to_Bust=16.6
MEASURE Underbust_Circ=71.3
MEASURE BUST_Circ=86.2
MEASURE Across_Back=34.0
MEASURE Shoulder_to_Shoulder=36.2
MEASURE Neck_Circ=30.6
MEASURE Knee_Circ=32.5
MEASURE Calf_Circ=31.6
MEASURE Bicep_Circ=27.0
MEASURE Elbow_Circ=21.3
MEASURE Wrist_Circ=14.4
MEASURE Shoulder_to_Wrist=56.2
MEASURE Shoulder_Length=11.3
MEASURE SideNeck_to_Bust=27.2
MEASURE NeckSide_to_Wrist=67.4
MEASURE NECK_Height=140.0
MEASURE Thigh_Circ=51.4
MEASURE Across_Front=35.8
MEASURE Shoulder_to_floor_Right=134.8
MEASURE Shoulder_to_floor_Left=133.8
MEASURE TopHip_Circ=81.6
MEASURE TrouserWaist_Height_Front=94.4
MEASURE Bust_Height=115.5
MEASURE Torso_Height=64.0
MEASURE Istumakorkeus=25.6
MEASURE NaturalWAIST_Circ=69.4
MEASURE NaturalWaist_Height=101.6
MEASURE Thigh_Height=3.5
MEASURE Ankle_Height=68.5
MEASURE Shoulder_Width_ThruTheBody=32.3
MEASURE Overarm_Width_ThruTheBody=39.7
MEASURE Hip_2_Width_ThruTheBody=36.4
MEASURE Hip_2_Circ=93.2
MEASURE Hip_2_Height=76.0
