OPTION UNITS=cm
MEASURE Seat_Back_Angle=19.0
MEASURE Outseam=97.6
MEASURE Inseam=78.1
MEASURE CROTCH_Height=76.6
MEASURE TrouserWAIST_Circ=88.2
MEASURE HIP_Circ=102.6
MEASURE Knee_Height=30.0
MEASURE Calf_Height=44.0
MEASURE Waist_Height_Back_EZ=99.2
MEASURE TrouserWaist_Height_Back=98.7
MEASURE CrotchLength_Back=32.6
MEASURE CrotchLength_Front=24.5
MEASURE Ankle_Circ=23.12
MEASURE Head_Top_Height=164.2
MEASURE Hip_Height=83.1
MEASURE NeckBase_Circ=36.3
MEASURE Bust_to_Bust=15.9
MEASURE Underbust_Circ=80.6
MEASURE BUST_Circ=90.2
MEASURE Across_Back=34.7
MEASURE Shoulder_to_Shoulder=39.4
MEASURE Neck_Circ=32.9
MEASURE Knee_Circ=36.4
MEASURE Calf_Circ=35.4
MEASURE Bicep_Circ=28.6
MEASURE Elbow_Circ=23.2
MEASURE Wrist_Circ=15.5
MEASURE Shoulder_to_Wrist=54.9
MEASURE Shoulder_Length=13.2
MEASURE SideNeck_to_Bust=28.7
MEASURE NeckSide_to_Wrist=68.1
MEASURE NECK_Height=144.6
MEASURE Thigh_Circ=57.7
MEASURE Across_Front=36.8
MEASURE Shoulder_to_floor_Right=139.1
MEASURE Shoulder_to_floor_Left=138.4
MEASURE TopHip_Circ=92.8
MEASURE TrouserWaist_Height_Front=94.7
MEASURE Bust_Height=120.6
MEASURE Torso_Height=68.0
MEASURE Istumakorkeus=27.2
MEASURE NaturalWAIST_Circ=78.7
MEASURE NaturalWaist_Height=103.8
MEASURE Thigh_Height=4.0
MEASURE Ankle_Height=67.9
MEASURE Shoulder_Width_ThruTheBody=34.4
MEASURE Overarm_Width_ThruTheBody=41.5
MEASURE Hip_2_Width_ThruTheBody=40.5
MEASURE Hip_2_Circ=105.7
MEASURE Hip_2_Height=77.6
